#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5259.1486	107.9702	106.0422	5153.1064	5367.1188
logg	4.4031	0.8231	0.8889	3.5142	5.2261
[Fe/H]	0.1061	0.3838	0.8420	-0.7358	0.4900
dist	61.0273	0.8217	0.6529	60.3744	61.8490
rad	0.7881	0.0309	0.0303	0.7578	0.8190
Av	0.0288	0.0618	0.0692	-0.0404	0.0906
grav_mass	0.2259	1.3180	0.1818	0.0441	1.5439
lum	0.4279	0.0512	0.0472	0.3807	0.4790
AD	0.1201	0.0049	0.0049	0.1152	0.1250
age	1.0301	6.2606	0.9838	0.0463	7.2908
iso_mass	0.8557	0.0348	0.0634	0.7923	0.8904
eep	337.7648	18.8026	56.4079	281.3569	356.5674
H_noise	0.0919	0.2699	0.0926	-0.0007	0.3618
J_noise	0.0373	0.2168	0.0526	-0.0154	0.2540
Ks_noise	0.0519	0.2589	0.0647	-0.0128	0.3109
V_noise	0.0347	0.1643	0.0479	-0.0132	0.1990
B_noise	0.0834	0.4216	0.1084	-0.0250	0.5050
BT_noise	0.0685	0.2820	0.0832	-0.0147	0.3505
VT_noise	0.0295	0.1427	0.0423	-0.0128	0.1722
G_noise	0.0038	0.0072	0.0038	-0.0001	0.0109
RP_noise	0.0097	0.0249	0.0101	-0.0004	0.0346
BP_noise	0.0192	0.0210	0.0169	0.0023	0.0402
SDSS_g_noise	0.0661	0.3485	0.1004	-0.0343	0.4146
W1_noise	0.0388	0.1880	0.0515	-0.0128	0.2268
W2_noise	0.0364	0.1606	0.0445	-0.0081	0.1970
