#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5261.7889	53.5793	55.5277	5206.2612	5315.3682
logg	4.3940	0.4330	0.4594	3.9347	4.8270
[Fe/H]	-0.0517	0.2324	0.3352	-0.3869	0.1807
dist	61.0799	0.3817	0.3884	60.6914	61.4616
rad	0.7896	0.0160	0.0166	0.7730	0.8056
Av	0.0222	0.0363	0.0314	-0.0092	0.0585
grav_mass	0.3417	0.7726	0.2039	0.1379	1.1143
lum	0.4291	0.0263	0.0245	0.4046	0.4554
AD	0.1201	0.0027	0.0025	0.1176	0.1228
age	1.0301	6.2606	0.9838	0.0463	13.372505805882609
iso_mas	0.8557	0.0348	0.0634	0.7289	0.9320320370471507
eep	337.7648	18.8026	56.4079	197.3327	372.4321211975062
H_noise	0.1559	0.1413	0.0830	0.0730	0.2972
J_noise	0.0978	0.1167	0.0639	0.0339	0.2145
Ks_noise	0.1212	0.1374	0.0740	0.0473	0.2586
V_noise	0.0744	0.0981	0.0498	0.0245	0.1725
B_noise	0.1902	0.2327	0.1195	0.0708	0.4229
BT_noise	0.1392	0.1500	0.0838	0.0554	0.2893
VT_noise	0.0630	0.0890	0.0397	0.0233	0.1520
G_noise	0.0051	0.0033	0.0027	0.0024	0.0084
RP_noise	0.0149	0.0119	0.0078	0.0071	0.0268
BP_noise	0.0205	0.0113	0.0088	0.0116	0.0318
SDSS_g_noise	0.1515	0.2176	0.1020	0.0495	0.3691
W1_noise	0.0925	0.0989	0.0590	0.0334	0.1914
W2_noise	0.0824	0.0809	0.0500	0.0324	0.1633
