# Filter Magnitude Uncertainty
2MASS_H 8.9410 0.0590
2MASS_J 9.5090 0.0300
2MASS_Ks 8.8470 0.0300
GROUND_JOHNSON_V 11.3320 0.0300
GROUND_JOHNSON_B 12.4000 0.0300
TYCHO_B_MvB 12.6380 0.1580
TYCHO_V_MvB 11.5850 0.0820
GaiaDR2v2_G 11.0278 0.0300
GaiaDR2v2_RP 10.3292 0.0300
GaiaDR2v2_BP 11.6277 0.0300
SDSS_g 11.8880 0.0300
SDSS_i 10.6560 0.0540
SDSS_r 10.9590 0.0400
WISE_RSR_W1 8.7640 0.0300
WISE_RSR_W2 8.8380 0.0300
