#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4659.4065	44.6829	48.1201	4611.2864	4704.0894
logg	4.9549	0.3089	0.7328	4.2221	5.2638
[Fe/H]	0.0783	0.3292	0.3338	-0.2555	0.4075
dist	81.6400	0.6598	0.6922	80.9478	82.2998
rad	0.7339	0.0184	0.0167	0.7172	0.7523
Av	0.0146	0.0360	0.0432	-0.0286	0.0505
grav_mass	0.5168	2.2542	0.3630	0.1538	2.7710
lum	0.2280	0.0155	0.0132	0.2148	0.2435
AD	0.0836	0.0022	0.0020	0.0817	0.0859
age	1.5019	8.5622	1.3000	0.0674	13.426300757231306
iso_mas	0.7841	0.0293	0.0482	0.6766	0.8592522921357578
eep	334.8896	16.0506	47.1164	199.7536	354.56455906146607
H_noise	0.1570	0.2863	0.1053	0.0517	0.4433
J_noise	0.0839	0.1380	0.0556	0.0283	0.2220
Ks_noise	0.0956	0.1116	0.0616	0.0340	0.2072
V_noise	0.1128	0.1031	0.0618	0.0510	0.2159
B_noise	0.1153	0.1016	0.0613	0.0541	0.2169
BT_noise	0.3738	0.7843	0.2686	0.1052	1.1582
VT_noise	0.2950	0.3973	0.2091	0.0859	0.6923
G_noise	0.0048	0.0039	0.0029	0.0019	0.0087
RP_noise	0.0053	0.0048	0.0031	0.0022	0.0102
BP_noise	0.0117	0.0049	0.0062	0.0056	0.0166
SDSS_g_noise	0.0829	0.0488	0.0344	0.0485	0.1316
SDSS_i_noise	0.1567	0.3034	0.1138	0.0430	0.4602
SDSS_r_noise	0.1174	0.2023	0.0820	0.0355	0.3198
W1_noise	0.0779	0.1349	0.0544	0.0235	0.2128
W2_noise	0.0801	0.1014	0.0533	0.0269	0.1815
