# Filter Magnitude Uncertainty
2MASS_H 6.9830 0.0400
2MASS_J 7.5800 0.0300
2MASS_Ks 6.8040 0.0300
GROUND_JOHNSON_V 9.9250 0.0300
GROUND_JOHNSON_B 11.1380 0.0300
TYCHO_B_MvB 11.4800 0.0640
TYCHO_V_MvB 10.1110 0.0310
GaiaDR2v2_G 9.4047 0.0300
GaiaDR2v2_RP 8.5986 0.0300
GaiaDR2v2_BP 10.1504 0.0300
SDSS_g 10.5630 0.0730
SDSS_i 8.9430 0.0300
SDSS_r 9.4090 0.0300
WISE_RSR_W1 6.7430 0.0360
WISE_RSR_W2 6.8170 0.0300
