#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5445.0136	115.2077	121.6082	5323.4054	5560.2213
logg	4.1444	0.8809	0.6236	3.5207	5.0252
[Fe/H]	-0.1701	0.5804	0.6245	-0.7947	0.4102
dist	152.3908	6.5274	5.6166	146.7742	158.9182
rad	0.8747	0.0468	0.0358	0.8388	0.9215
Av	0.0901	0.0759	0.0847	0.0054	0.1659
grav_mass	0.2266	1.0702	0.1712	0.0554	1.2968
lum	0.6049	0.0847	0.0708	0.5341	0.6896
AD	0.0532	0.0035	0.0030	0.0502	0.0567
age	1.1641	4.3512	1.1313	0.0328	5.5153
iso_mass	0.9389	0.0526	0.0615	0.8774	0.9915
eep	335.9143	20.4555	53.4482	282.4661	356.3698
H_noise	0.0415	0.2167	0.0508	-0.0093	0.2582
J_noise	0.0325	0.1874	0.0468	-0.0143	0.2199
Ks_noise	0.0285	0.1377	0.0344	-0.0059	0.1663
V_noise	0.0272	0.1204	0.0341	-0.0069	0.1476
B_noise	0.0568	0.1872	0.0634	-0.0065	0.2441
BT_noise	0.3223	1.6358	0.4395	-0.1172	1.9580
VT_noise	0.6279	1.7817	0.5669	0.0610	2.4096
G_noise	0.0044	0.0102	0.0044	0.0000	0.0146
RP_noise	0.0068	0.0108	0.0067	0.0002	0.0177
BP_noise	0.0213	0.0211	0.0160	0.0054	0.0424
SDSS_g_noise	0.0614	0.2122	0.0665	-0.0051	0.2736
SDSS_i_noise	0.0544	0.1965	0.0590	-0.0046	0.2509
SDSS_r_noise	0.0536	0.1991	0.0615	-0.0079	0.2527
W1_noise	0.0448	0.1894	0.0529	-0.0081	0.2342
W2_noise	0.0347	0.1614	0.0420	-0.0073	0.1961
