# Filter Magnitude Uncertainty
2MASS_H 9.6600 0.0300
2MASS_J 10.0420 0.0300
2MASS_Ks 9.6020 0.0300
GROUND_JOHNSON_V 11.4140 0.0300
GROUND_JOHNSON_B 12.2000 0.0300
TYCHO_B_MvB 12.4020 0.2320
TYCHO_V_MvB 11.9560 0.2270
GaiaDR2v2_G 11.2296 0.0300
GaiaDR2v2_RP 10.6771 0.0300
GaiaDR2v2_BP 11.6583 0.0300
SDSS_g 11.7660 0.0300
SDSS_i 10.9960 0.0300
SDSS_r 11.1740 0.0300
WISE_RSR_W1 9.5370 0.0300
WISE_RSR_W2 9.6020 0.0300
