# Filter Magnitude Uncertainty
2MASS_H 8.9750 0.0300
2MASS_J 9.3490 0.0300
2MASS_Ks 8.8950 0.0300
GROUND_JOHNSON_V 10.6440 0.0360
GROUND_JOHNSON_B 11.3530 0.0390
TYCHO_B_MvB 11.5330 0.0580
TYCHO_V_MvB 10.6990 0.0450
GaiaDR2v2_G 10.4782 0.0300
GaiaDR2v2_RP 9.9472 0.0300
GaiaDR2v2_BP 10.8741 0.0300
SDSS_g 11.0040 0.1040
SDSS_i 10.2040 0.0670
SDSS_r 10.4840 0.0700
WISE_RSR_W1 8.8340 0.0300
WISE_RSR_W2 8.8980 0.0300
