#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5449.8504	45.3289	45.3289	5404.5215	5495.1793
logg	4.3049	0.3698	0.3746	3.9302	4.6746
[Fe/H]	-0.0907	0.2572	0.2958	-0.3865	0.1665
dist	99.8991	0.9800	1.1691	98.7300	100.8791
rad	0.7901	0.0138	0.0185	0.7715	0.8038
Av	0.0196	0.0267	0.0290	-0.0094	0.0463
grav_mass	0.3424	0.5210	0.1963	0.1461	0.8634
lum	0.4941	0.0251	0.0271	0.4670	0.5192
AD	0.0735	0.0016	0.0018	0.0717	0.0751
age	0.5753	4.8123	0.5397	0.0356	13.43817599109389
iso_mas	0.8589	0.0408	0.0546	0.7338	0.9398580311088788
eep	329.6498	24.4990	70.3561	193.9630	381.16048573113744
H_noise	0.0943	0.1103	0.0527	0.0416	0.2047
J_noise	0.0870	0.1058	0.0577	0.0293	0.1928
Ks_noise	0.0754	0.0895	0.0455	0.0299	0.1650
V_noise	0.1383	0.1484	0.0890	0.0493	0.2867
B_noise	0.1919	0.1519	0.0977	0.0943	0.3439
BT_noise	0.2096	0.2491	0.1170	0.0926	0.4586
VT_noise	0.1380	0.1794	0.0809	0.0571	0.3174
G_noise	0.0021	0.0012	0.0009	0.0012	0.0033
RP_noise	0.0084	0.0044	0.0031	0.0053	0.0128
BP_noise	0.0097	0.0035	0.0041	0.0056	0.0132
SDSS_g_noise	0.3430	0.3806	0.2102	0.1328	0.7236
SDSS_i_noise	0.2835	0.2888	0.1643	0.1192	0.5723
SDSS_r_noise	0.2775	0.3164	0.1889	0.0886	0.5939
W1_noise	0.1001	0.0890	0.0554	0.0446	0.1891
W2_noise	0.0887	0.0954	0.0545	0.0342	0.1842
