# Filter Magnitude Uncertainty
2MASS_H 9.7860 0.0300
2MASS_J 10.1610 0.0300
2MASS_Ks 9.6340 0.0300
GROUND_JOHNSON_V 11.6770 0.0380
GROUND_JOHNSON_B 12.5090 0.0420
TYCHO_B_MvB 12.2680 0.1930
TYCHO_V_MvB 11.5820 0.1440
GaiaDR2v2_G 11.4996 0.0300
GaiaDR2v2_RP 10.9110 0.0300
GaiaDR2v2_BP 11.9477 0.0300
SDSS_g 12.0520 0.0300
SDSS_i 11.1870 0.0650
SDSS_r 11.4340 0.0340
WISE_RSR_W1 9.5940 0.0300
WISE_RSR_W2 9.6360 0.0300
