#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5163.8286	58.8151	124.1652	5039.6634	5222.6437
logg	4.8048	0.4937	1.1896	3.6151	5.2984
[Fe/H]	-0.8652	0.8644	0.1583	-1.0234	-0.0008
dist	180.2311	48.1279	32.2615	147.9696	228.3590
rad	1.0716	0.2621	0.2488	0.8227	1.3337
Av	0.0904	0.0400	0.1046	-0.0142	0.1304
grav_mass	0.4629	3.1207	0.4304	0.0325	3.5837
lum	0.7194	0.2979	0.3367	0.3827	1.0173
AD	0.0535	0.0177	0.0159	0.0375	0.0712
age	3.3531	8.9254	2.4668	0.8863	12.2786
iso_mass	0.8236	0.1301	0.1113	0.7123	0.9538
eep	340.7822	51.7204	40.8758	299.9063	392.5026
H_noise	0.0673	0.2953	0.0693	-0.0020	0.3626
J_noise	0.0423	0.1827	0.0522	-0.0098	0.2250
Ks_noise	0.0365	0.1605	0.0447	-0.0082	0.1969
V_noise	0.1792	0.2960	0.1611	0.0181	0.4752
B_noise	0.1496	0.6268	0.1539	-0.0043	0.7764
BT_noise	0.5050	0.9795	0.4585	0.0465	1.4845
VT_noise	0.3652	1.2920	0.3570	0.0082	1.6572
G_noise	0.0020	0.0027	0.0019	0.0001	0.0046
RP_noise	0.0082	0.0067	0.0052	0.0030	0.0149
BP_noise	0.0076	0.0184	0.0078	-0.0002	0.0261
SDSS_g_noise	0.1356	0.1551	0.1074	0.0283	0.2907
SDSS_i_noise	0.1959	0.5380	0.1818	0.0142	0.7339
SDSS_r_noise	0.1060	0.2271	0.1084	-0.0024	0.3331
W1_noise	0.1080	0.1345	0.1133	-0.0052	0.2426
W2_noise	0.0485	0.1940	0.0562	-0.0076	0.2425
