# Filter Magnitude Uncertainty
2MASS_H 9.0090 0.0300
2MASS_J 9.3200 0.0300
2MASS_Ks 8.8940 0.0300
GROUND_JOHNSON_V 10.7500 0.3390
GROUND_JOHNSON_B 11.3370 0.0470
TYCHO_B_MvB 11.6070 0.0740
TYCHO_V_MvB 10.6860 0.0550
GaiaDR2v2_G 10.4274 0.0300
GaiaDR2v2_RP 9.9034 0.0300
GaiaDR2v2_BP 10.8201 0.0300
SDSS_g 10.9260 0.0540
SDSS_i 10.3660 0.2950
SDSS_r 10.6440 0.3440
WISE_RSR_W1 8.8490 0.0300
WISE_RSR_W2 8.8980 0.0300
