#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5581.1328	110.3621	124.8359	5456.2970	5691.4950
logg	3.8371	1.0782	0.3103	3.5268	4.9153
[Fe/H]	0.0932	0.3658	0.4297	-0.3365	0.4590
dist	135.8031	2.8301	2.5943	133.2088	138.6332
rad	1.0486	0.0460	0.0286	1.0200	1.0945
Av	0.0471	0.0712	0.0637	-0.0166	0.1183
grav_mass	0.3181	1.0824	0.2405	0.0776	1.4005
lum	0.9629	0.1122	0.0997	0.8631	1.0750
AD	0.0719	0.0033	0.0025	0.0694	0.0752
age	5.8314	5.8986	5.3133	0.5182	11.7301
iso_mass	1.0247	0.0783	0.1375	0.8872	1.1030
eep	392.6897	24.7701	58.8291	333.8606	417.4599
H_noise	0.0898	0.1842	0.0868	0.0030	0.2740
J_noise	0.0272	0.1493	0.0393	-0.0121	0.1765
Ks_noise	0.0328	0.1450	0.0418	-0.0090	0.1777
V_noise	0.4439	2.0362	0.5874	-0.1435	2.4801
B_noise	0.0865	0.3559	0.1008	-0.0143	0.4425
BT_noise	0.1298	0.4798	0.1545	-0.0247	0.6095
VT_noise	0.0633	0.3353	0.0966	-0.0333	0.3987
G_noise	0.0043	0.0040	0.0036	0.0006	0.0083
RP_noise	0.0038	0.0069	0.0036	0.0002	0.0106
BP_noise	0.0101	0.0083	0.0086	0.0015	0.0184
SDSS_g_noise	0.0675	0.3332	0.0933	-0.0258	0.4007
SDSS_i_noise	0.3458	1.8155	0.5282	-0.1824	2.1613
SDSS_r_noise	0.4804	2.2741	0.6449	-0.1645	2.7544
W1_noise	0.0454	0.1725	0.0511	-0.0057	0.2179
W2_noise	0.0354	0.1611	0.0460	-0.0106	0.1965
