#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5567.0867	68.5524	59.0969	5507.9898	5635.6391
logg	4.1001	0.5034	0.2973	3.8028	4.6035
[Fe/H]	0.0732	0.1960	0.2587	-0.1855	0.2692
dist	135.8897	1.6028	1.5226	134.3671	137.4925
rad	1.0530	0.0260	0.0183	1.0346	1.0790
Av	0.0491	0.0399	0.0380	0.0111	0.0890
grav_mass	0.4075	0.7643	0.1977	0.2098	1.1718
lum	0.9654	0.0627	0.0573	0.9081	1.0281
AD	0.0721	0.0019	0.0016	0.0705	0.0740
age	5.8314	5.8986	5.3133	0.0229	13.441128153047979
iso_mas	1.0247	0.0783	0.1375	0.8279	1.181254355864998
eep	392.6897	24.7701	58.8291	189.8842	420.55612691536595
H_noise	0.1079	0.1226	0.0575	0.0503	0.2304
J_noise	0.0586	0.0889	0.0386	0.0200	0.1474
Ks_noise	0.0652	0.0860	0.0409	0.0243	0.1512
V_noise	0.9015	1.1929	0.5860	0.3155	2.0943
B_noise	0.1481	0.2224	0.0905	0.0577	0.3705
BT_noise	0.2164	0.3017	0.1307	0.0857	0.5181
VT_noise	0.1313	0.2143	0.0887	0.0426	0.3455
G_noise	0.0044	0.0024	0.0022	0.0022	0.0068
RP_noise	0.0044	0.0044	0.0022	0.0022	0.0087
BP_noise	0.0106	0.0050	0.0054	0.0052	0.0155
SDSS_g_noise	0.1311	0.2132	0.0861	0.0450	0.3443
SDSS_i_noise	0.7002	1.1707	0.4518	0.2484	1.8709
SDSS_r_noise	0.8823	1.5024	0.5745	0.3079	2.3847
W1_noise	0.0833	0.0976	0.0504	0.0329	0.1810
W2_noise	0.0677	0.1011	0.0435	0.0242	0.1688
