#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5921.1718	123.2191	103.5755	5817.5963	6044.3909
logg	3.9468	1.1880	0.4768	3.4700	5.1349
[Fe/H]	-0.4274	0.5433	0.4769	-0.9042	0.1159
dist	235.3247	9.4474	10.4971	224.8276	244.7720
rad	1.2361	0.0691	0.0555	1.1806	1.3052
Av	0.0279	0.0672	0.0461	-0.0182	0.0951
grav_mass	0.4505	2.4777	0.3540	0.0966	2.9282
lum	1.7147	0.2222	0.2081	1.5066	1.9368
AD	0.0490	0.0034	0.0029	0.0461	0.0524
age	7.8872	4.5780	3.4031	4.4841	12.4652
iso_mass	0.9957	0.1214	0.1456	0.8501	1.1171
eep	422.1940	19.4997	29.4570	392.7370	441.6937
H_noise	0.0393	0.1822	0.0489	-0.0096	0.2215
J_noise	0.0577	0.2161	0.0656	-0.0079	0.2738
Ks_noise	0.0398	0.1855	0.0470	-0.0072	0.2253
V_noise	0.0258	0.1172	0.0332	-0.0073	0.1430
B_noise	0.0538	0.2606	0.0652	-0.0114	0.3144
BT_noise	0.0650	0.3450	0.0986	-0.0336	0.4100
VT_noise	0.0677	0.3236	0.0959	-0.0282	0.3913
G_noise	0.0022	0.0048	0.0022	-0.0001	0.0070
RP_noise	0.0044	0.0056	0.0039	0.0004	0.0100
BP_noise	0.0120	0.0091	0.0097	0.0022	0.0211
SDSS_g_noise	0.0637	0.2985	0.0810	-0.0173	0.3622
SDSS_i_noise	0.0668	0.4629	0.0916	-0.0248	0.5297
SDSS_r_noise	0.0200	0.1195	0.0269	-0.0070	0.1395
W1_noise	0.0481	0.2060	0.0568	-0.0087	0.2542
W2_noise	0.0432	0.1851	0.0498	-0.0066	0.2283
