# Filter Magnitude Uncertainty
2MASS_H 9.7190 0.0300
2MASS_J 9.9850 0.0300
2MASS_Ks 9.6380 0.0300
GROUND_JOHNSON_V 11.1070 0.0300
GROUND_JOHNSON_B 11.7080 0.0340
TYCHO_B_MvB 11.7920 0.0540
TYCHO_V_MvB 11.1580 0.0520
GaiaDR2v2_G 10.9777 0.0300
GaiaDR2v2_RP 10.5204 0.0300
GaiaDR2v2_BP 11.2945 0.0300
SDSS_g 11.3600 0.0440
SDSS_i 10.8520 0.0470
SDSS_r 10.9760 0.0300
WISE_RSR_W1 9.6130 0.0300
WISE_RSR_W2 9.6460 0.0300
