# Filter Magnitude Uncertainty
2MASS_H 8.5540 0.0400
2MASS_J 9.0010 0.0300
2MASS_Ks 8.5170 0.0300
GROUND_JOHNSON_V 10.4580 0.1290
GROUND_JOHNSON_B 11.2090 0.0380
TYCHO_B_MvB 11.4460 0.0670
TYCHO_V_MvB 10.5030 0.0440
GaiaDR2v2_G 10.1971 0.0300
GaiaDR2v2_RP 9.6311 0.0300
GaiaDR2v2_BP 10.6369 0.0300
SDSS_g 10.6980 0.0300
SDSS_i 10.8310 0.0300
SDSS_r 10.1450 0.0300
WISE_RSR_W1 8.4230 0.0300
WISE_RSR_W2 8.4830 0.0300
