#Parameter	median	upper	lower	3sig_low	3sig_up
teff	6010.1608	104.6497	111.8669	5898.2939	6114.8106
logg	3.8757	1.1388	0.3957	3.4800	5.0145
[Fe/H]	0.1305	0.3613	0.5360	-0.4055	0.4918
dist	165.4720	4.2542	4.3619	161.1102	169.7262
rad	1.0974	0.0368	0.0456	1.0518	1.1341
Av	0.0385	0.0726	0.0628	-0.0243	0.1111
grav_mass	0.3223	1.4388	0.2398	0.0825	1.7610
lum	1.3993	0.1504	0.1409	1.2585	1.5498
AD	0.0616	0.0027	0.0029	0.0587	0.0643
age	0.5607	5.4709	0.5348	0.0260	6.0317
iso_mass	1.1517	0.0553	0.1881	0.9636	1.2070
eep	308.7836	92.9881	44.2075	264.5761	401.7717
H_noise	0.0337	0.1594	0.0435	-0.0098	0.1931
J_noise	0.0415	0.1760	0.0482	-0.0067	0.2174
Ks_noise	0.0465	0.1780	0.0545	-0.0081	0.2245
V_noise	0.0546	0.2348	0.0731	-0.0185	0.2894
B_noise	0.0584	0.2814	0.0767	-0.0184	0.3398
BT_noise	0.1049	0.3628	0.1134	-0.0085	0.4677
VT_noise	0.0441	0.2063	0.0607	-0.0165	0.2504
G_noise	0.0011	0.0046	0.0012	-0.0001	0.0057
RP_noise	0.0066	0.0070	0.0054	0.0012	0.0136
BP_noise	0.0108	0.0083	0.0096	0.0012	0.0191
SDSS_g_noise	0.3360	1.4352	0.4132	-0.0772	1.7711
SDSS_i_noise	0.0618	0.1799	0.0756	-0.0138	0.2418
SDSS_r_noise	0.0585	0.2884	0.0656	-0.0071	0.3469
W1_noise	0.0385	0.1852	0.0479	-0.0093	0.2237
W2_noise	0.0299	0.1428	0.0387	-0.0088	0.1727
