#Parameter	median	upper	lower	3sig_low	3sig_up
teff	6006.8337	55.5171	51.6883	5955.1453	6062.3508
logg	4.1764	0.4325	0.3470	3.8295	4.6089
[Fe/H]	0.0645	0.1893	0.2574	-0.1929	0.2538
dist	165.2345	2.1492	2.0149	163.2196	167.3837
rad	1.0925	0.0216	0.0201	1.0724	1.1141
Av	0.0402	0.0350	0.0324	0.0078	0.0752
grav_mass	0.5031	0.8441	0.2648	0.2383	1.3472
lum	1.3990	0.0779	0.0690	1.3301	1.4769
AD	0.0616	0.0013	0.0015	0.0601	0.0629
age	0.5607	5.4709	0.5348	0.0260	12.28416506596511
iso_mas	1.1517	0.0553	0.1881	0.8322	1.2443755812640036
eep	308.7836	92.9881	44.2075	199.7893	426.9242371383276
H_noise	0.0822	0.0754	0.0503	0.0320	0.1576
J_noise	0.0891	0.0841	0.0504	0.0386	0.1732
Ks_noise	0.0900	0.0915	0.0517	0.0383	0.1816
V_noise	0.1084	0.1542	0.0671	0.0414	0.2626
B_noise	0.1401	0.1453	0.0862	0.0538	0.2854
BT_noise	0.1995	0.1876	0.1080	0.0915	0.3871
VT_noise	0.0960	0.1194	0.0616	0.0344	0.2155
G_noise	0.0025	0.0017	0.0013	0.0012	0.0043
RP_noise	0.0077	0.0032	0.0032	0.0045	0.0109
BP_noise	0.0112	0.0041	0.0051	0.0061	0.0153
SDSS_g_noise	0.7344	0.7479	0.4381	0.2963	1.4823
SDSS_i_noise	0.1154	0.1031	0.0626	0.0528	0.2184
SDSS_r_noise	0.1473	0.1257	0.0825	0.0648	0.2730
W1_noise	0.0875	0.0998	0.0556	0.0319	0.1873
W2_noise	0.0705	0.0775	0.0443	0.0263	0.1480
