# Filter Magnitude Uncertainty
2MASS_H 9.2020 0.0300
2MASS_J 9.5180 0.0300
2MASS_Ks 9.1740 0.0300
GROUND_JOHNSON_V 10.5310 0.0380
GROUND_JOHNSON_B 11.1700 0.0440
TYCHO_B_MvB 11.3560 0.0490
TYCHO_V_MvB 10.5930 0.0350
GaiaDR2v2_G 10.4142 0.0300
GaiaDR2v2_RP 9.9653 0.0300
GaiaDR2v2_BP 10.7323 0.0300
SDSS_g 11.0360 0.2000
SDSS_i 10.2580 0.0320
SDSS_r 10.4590 0.0350
WISE_RSR_W1 9.1100 0.0300
WISE_RSR_W2 9.1490 0.0300
