# Filter Magnitude Uncertainty
2MASS_H 7.9370 0.0570
2MASS_J 8.2600 0.0300
2MASS_Ks 7.7970 0.0300
GROUND_JOHNSON_V 9.7540 0.0300
GROUND_JOHNSON_B 10.4460 0.0410
TYCHO_B_MvB 10.6960 0.0370
TYCHO_V_MvB 9.8220 0.0300
GaiaDR2v2_G 9.4803 0.0300
GaiaDR2v2_RP 8.9329 0.0300
GaiaDR2v2_BP 9.9035 0.0300
SDSS_g 10.0590 0.0320
SDSS_i 9.3760 0.0300
SDSS_r 9.4780 0.0300
WISE_RSR_W1 7.7570 0.0300
WISE_RSR_W2 7.8200 0.0300
