# Filter Magnitude Uncertainty
2MASS_H 8.2720 0.0490
2MASS_J 8.5070 0.0300
2MASS_Ks 8.1820 0.0530
GROUND_JOHNSON_U 10.1250 0.0300
GROUND_JOHNSON_V 9.5410 0.0300
GROUND_JOHNSON_B 10.1200 0.0340
TYCHO_B_MvB 10.2000 0.0300
TYCHO_V_MvB 9.5690 0.0300
GaiaDR2v2_G 9.4233 0.0300
GaiaDR2v2_RP 8.9949 0.0300
GaiaDR2v2_BP 9.7233 0.0300
SDSS_g 10.1060 0.3240
SDSS_i 9.4810 0.0300
SDSS_r 9.4530 0.0300
WISE_RSR_W1 8.1590 0.0300
WISE_RSR_W2 8.1970 0.0300
