#Parameter	median	upper	lower	3sig_low	3sig_up
teff	6062.4440	150.4980	116.7657	5945.6783	6212.9419
logg	3.8650	1.0625	0.3727	3.4923	4.9275
[Fe/H]	-0.1191	0.5547	0.4401	-0.5592	0.4356
dist	114.1886	3.9809	3.2030	110.9855	118.1695
rad	1.1612	0.0541	0.0580	1.1032	1.2153
Av	0.0298	0.0471	0.0631	-0.0333	0.0769
grav_mass	0.3771	1.3203	0.2934	0.0837	1.6975
lum	1.6480	0.2236	0.2079	1.4400	1.8716
AD	0.0945	0.0052	0.0055	0.0889	0.0996
age	4.7136	4.3437	2.8367	1.8770	9.0573
iso_mass	1.0474	0.1032	0.1533	0.8941	1.1507
eep	401.3733	22.8635	58.0856	343.2877	424.2368
H_noise	0.0815	0.4400	0.1039	-0.0224	0.5215
J_noise	0.0422	0.2277	0.0553	-0.0131	0.2698
Ks_noise	0.0731	0.3826	0.0956	-0.0226	0.4556
V_noise	0.0184	0.1013	0.0249	-0.0064	0.1197
B_noise	0.0423	0.1784	0.0541	-0.0118	0.2207
BT_noise	0.0388	0.1897	0.0474	-0.0086	0.2284
VT_noise	0.0580	0.1621	0.0579	0.0001	0.2201
G_noise	0.0019	0.0023	0.0016	0.0003	0.0041
RP_noise	0.0090	0.0065	0.0081	0.0010	0.0156
BP_noise	0.0091	0.0056	0.0063	0.0028	0.0147
W1_noise	0.0722	0.2476	0.0751	-0.0029	0.3197
W2_noise	0.0513	0.1839	0.0573	-0.0060	0.2352
