# Filter Magnitude Uncertainty
2MASS_H 7.9610 0.0300
2MASS_J 8.3570 0.0300
2MASS_Ks 7.8510 0.0330
GROUND_JOHNSON_V 9.8750 0.0320
GROUND_JOHNSON_B 10.7310 0.0300
TYCHO_B_MvB 11.0380 0.0460
TYCHO_V_MvB 9.9690 0.0300
GaiaDR2v2_G 9.6506 0.0300
GaiaDR2v2_RP 9.0655 0.0300
GaiaDR2v2_BP 10.1236 0.0300
SDSS_g 10.5670 0.3730
WISE_RSR_W1 7.7670 0.0300
WISE_RSR_W2 7.8360 0.0300
