#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5954.4316	124.6451	126.8710	5827.5607	6079.0768
logg	4.0909	0.9294	0.6037	3.4871	5.0203
[Fe/H]	0.1199	0.4067	0.7947	-0.6748	0.5266
dist	99.2604	2.0080	1.7438	97.5166	101.2685
rad	1.0477	0.0342	0.0342	1.0135	1.0820
Av	0.0478	0.0657	0.0675	-0.0197	0.1134
grav_mass	0.2681	1.4988	0.1873	0.0808	1.7669
lum	1.2387	0.1432	0.1217	1.1169	1.3818
AD	0.0981	0.0037	0.0037	0.0944	0.1018
age	1.5346	7.3172	1.4814	0.0532	8.8518
iso_mass	1.0905	0.0497	0.1912	0.8993	1.1402
eep	335.6600	75.1591	45.2347	290.4253	410.8191
H_noise	0.0459	0.1650	0.0513	-0.0054	0.2109
J_noise	0.0364	0.1724	0.0489	-0.0125	0.2088
Ks_noise	0.0399	0.2284	0.0571	-0.0172	0.2683
V_noise	0.0249	0.1206	0.0331	-0.0082	0.1455
B_noise	0.0696	0.1149	0.0683	0.0013	0.1845
BT_noise	0.0525	0.2209	0.0610	-0.0085	0.2734
VT_noise	0.0760	0.1972	0.0686	0.0074	0.2732
G_noise	0.0013	0.0022	0.0012	0.0001	0.0035
RP_noise	0.0119	0.0087	0.0094	0.0025	0.0206
BP_noise	0.0091	0.0093	0.0065	0.0026	0.0184
W1_noise	0.0465	0.1719	0.0534	-0.0070	0.2183
W2_noise	0.0313	0.1441	0.0401	-0.0089	0.1754
