# Filter Magnitude Uncertainty
2MASS_H 8.2290 0.0300
2MASS_J 8.5130 0.0300
2MASS_Ks 8.1470 0.0300
GROUND_JOHNSON_V 9.6120 0.0300
GROUND_JOHNSON_B 10.1850 0.0300
TYCHO_B_MvB 10.3380 0.0300
TYCHO_V_MvB 9.7160 0.0300
GaiaDR2v2_G 9.4494 0.0300
GaiaDR2v2_RP 8.9961 0.0300
GaiaDR2v2_BP 9.7749 0.0300
WISE_RSR_W1 8.1040 0.0300
WISE_RSR_W2 8.1550 0.0300
