#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5960.2173	59.1124	65.1238	5895.0935	6019.3297
logg	4.2060	0.4157	0.3631	3.8429	4.6217
[Fe/H]	-0.0178	0.2461	0.2801	-0.2979	0.2283
dist	99.5208	0.8915	1.0879	98.4329	100.4123
rad	1.0483	0.0193	0.0186	1.0296	1.0676
Av	0.0483	0.0309	0.0387	0.0096	0.0792
grav_mass	0.4632	0.8195	0.2441	0.2191	1.2827
lum	1.2441	0.0729	0.0664	1.1777	1.3170
AD	0.0980	0.0021	0.0019	0.0961	0.1001
age	1.5346	7.3172	1.4814	0.0532	13.43067942643454
iso_mas	1.0905	0.0497	0.1912	0.8210	1.1910911668831523
eep	335.6600	75.1591	45.2347	220.1376	427.52113272891086
H_noise	0.0896	0.0851	0.0550	0.0346	0.1746
J_noise	0.0775	0.1035	0.0503	0.0272	0.1810
Ks_noise	0.1095	0.1191	0.0740	0.0354	0.2286
V_noise	0.0543	0.0738	0.0340	0.0203	0.1281
B_noise	0.0877	0.0584	0.0417	0.0459	0.1461
BT_noise	0.1175	0.1050	0.0710	0.0465	0.2225
VT_noise	0.1132	0.1133	0.0558	0.0573	0.2265
G_noise	0.0018	0.0010	0.0009	0.0009	0.0027
RP_noise	0.0114	0.0053	0.0040	0.0073	0.0166
BP_noise	0.0104	0.0044	0.0041	0.0062	0.0148
W1_noise	0.0948	0.0850	0.0583	0.0364	0.1797
W2_noise	0.0719	0.0658	0.0407	0.0312	0.1377
