#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5839.3924	174.7904	150.9554	5688.4370	6014.1828
logg	4.1967	0.8683	0.7353	3.4613	5.0650
[Fe/H]	-0.0469	0.5412	0.7871	-0.8341	0.4942
dist	113.3990	2.6435	1.8404	111.5586	116.0425
rad	1.1293	0.0678	0.0678	1.0615	1.1972
Av	0.0244	0.0752	0.0631	-0.0387	0.0996
grav_mass	0.3091	1.9046	0.2198	0.0893	2.2137
lum	1.3214	0.2426	0.1891	1.1323	1.5639
AD	0.0921	0.0060	0.0056	0.0865	0.0981
age	2.4990	4.1925	2.0742	0.4248	6.6915
iso_mass	1.1396	0.0539	0.1576	0.9820	1.1935
eep	347.2474	57.2613	21.6665	325.5809	404.5087
H_noise	0.0931	0.4404	0.1239	-0.0308	0.5335
J_noise	0.0391	0.2177	0.0472	-0.0081	0.2568
Ks_noise	0.0494	0.1870	0.0517	-0.0023	0.2364
V_noise	0.0364	0.2142	0.0514	-0.0150	0.2506
B_noise	0.0740	0.4139	0.0947	-0.0208	0.4878
BT_noise	0.0916	0.2805	0.0924	-0.0008	0.3721
VT_noise	0.0498	0.1824	0.0577	-0.0079	0.2322
G_noise	0.0014	0.0020	0.0012	0.0002	0.0034
RP_noise	0.0116	0.0073	0.0112	0.0004	0.0188
BP_noise	0.0087	0.0093	0.0065	0.0022	0.0180
