# Filter Magnitude Uncertainty
2MASS_H 8.9840 0.0300
2MASS_J 9.5320 0.0300
2MASS_Ks 8.8310 0.0300
GROUND_JOHNSON_V 11.6540 0.0300
GROUND_JOHNSON_B 12.8250 0.0350
TYCHO_B_MvB 13.0100 0.2150
TYCHO_V_MvB 12.1230 0.1410
GaiaDR2v2_G 11.2123 0.0300
GaiaDR2v2_RP 10.4586 0.0300
GaiaDR2v2_BP 11.8985 0.0300
SDSS_g 12.2580 0.0400
SDSS_i 10.7740 0.0540
SDSS_r 11.1830 0.0300
WISE_RSR_W1 8.7580 0.0300
WISE_RSR_W2 8.8220 0.0300
