# Filter Magnitude Uncertainty
2MASS_H 9.4580 0.0300
2MASS_J 10.0530 0.0300
2MASS_Ks 9.2190 0.0300
GROUND_JOHNSON_V 13.7150 0.0300
GROUND_JOHNSON_B 15.2890 0.0300
GaiaDR2v2_G 12.6669 0.0300
GaiaDR2v2_RP 11.5487 0.0300
GaiaDR2v2_BP 13.9735 0.0300
SDSS_g 14.4460 0.0330
SDSS_i 11.9860 0.0300
SDSS_r 13.1320 0.0300
WISE_RSR_W1 9.0510 0.0300
WISE_RSR_W2 8.9290 0.0300
