# Filter Magnitude Uncertainty
2MASS_H 7.7350 0.0360
2MASS_J 8.0450 0.0300
2MASS_Ks 7.7050 0.0360
GROUND_JOHNSON_V 9.1910 0.0300
GROUND_JOHNSON_B 9.8150 0.1180
TYCHO_B_MvB 10.0080 0.0300
TYCHO_V_MvB 9.2960 0.0300
GaiaDR2v2_G 9.0524 0.0300
GaiaDR2v2_RP 8.5866 0.0300
GaiaDR2v2_BP 9.3943 0.0300
WISE_RSR_W1 7.5870 0.0300
WISE_RSR_W2 7.6630 0.0300
