#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5767.9149	63.3984	61.1341	5706.7807	5831.3132
logg	4.3380	0.3585	0.3435	3.9945	4.6964
[Fe/H]	-0.0763	0.2451	0.2991	-0.3754	0.1689
dist	84.0210	0.7115	0.7989	83.2221	84.7325
rad	1.1263	0.0230	0.0239	1.1024	1.1493
Av	0.0162	0.0288	0.0325	-0.0163	0.0450
grav_mass	0.8220	1.0598	0.4670	0.3550	1.8818
lum	1.2653	0.0767	0.0767	1.1886	1.3419
AD	0.1248	0.0027	0.0030	0.1218	0.1275
age	6.1159	6.0223	3.0112	0.0936	13.48650390206358
iso_mas	1.0006	0.1157	0.1394	0.8178	1.209633188423364
eep	407.0507	19.6603	54.6120	215.5445	433.2645031673134
H_noise	0.1226	0.1213	0.0777	0.0449	0.2439
J_noise	0.1013	0.1094	0.0634	0.0379	0.2107
Ks_noise	0.1302	0.1202	0.0757	0.0546	0.2504
V_noise	0.0795	0.0706	0.0511	0.0284	0.1501
B_noise	0.3297	0.3978	0.2053	0.1244	0.7275
BT_noise	0.1091	0.0973	0.0653	0.0438	0.2063
VT_noise	0.0672	0.0603	0.0408	0.0264	0.1275
G_noise	0.0027	0.0014	0.0012	0.0015	0.0041
RP_noise	0.0249	0.0114	0.0087	0.0161	0.0363
BP_noise	0.0154	0.0091	0.0074	0.0080	0.0245
W1_noise	0.1630	0.1226	0.0851	0.0780	0.2857
W2_noise	0.0782	0.0811	0.0451	0.0332	0.1593
