#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5320.2149	97.6206	87.0097	5233.2052	5417.8355
logg	4.7277	0.7085	1.2111	3.5166	5.4362
[Fe/H]	-0.1566	0.5142	0.6050	-0.7616	0.3576
dist	60.1969	1.3765	1.1326	59.0644	61.5734
rad	0.7704	0.0291	0.0267	0.7437	0.7994
Av	0.0309	0.0499	0.0781	-0.0472	0.0809
grav_mass	0.2218	1.6652	0.1800	0.0418	1.8870
lum	0.4285	0.0468	0.0413	0.3872	0.4753
AD	0.1187	0.0052	0.0048	0.1139	0.1238
age	0.9403	9.7058	0.8987	0.0417	10.6461
iso_mass	0.8342	0.0410	0.0695	0.7647	0.8752
eep	331.7517	36.7638	50.0229	281.7288	368.5155
H_noise	0.0614	0.2665	0.0784	-0.0170	0.3278
J_noise	0.0343	0.1835	0.0511	-0.0168	0.2178
Ks_noise	0.0345	0.1385	0.0420	-0.0076	0.1729
V_noise	0.0446	0.2387	0.0637	-0.0190	0.2833
B_noise	0.0578	0.1850	0.0685	-0.0107	0.2428
BT_noise	0.0645	0.2728	0.0786	-0.0141	0.3373
VT_noise	0.0352	0.2130	0.0524	-0.0172	0.2482
G_noise	0.0015	0.0040	0.0015	-0.0000	0.0055
RP_noise	0.0089	0.0108	0.0085	0.0004	0.0197
BP_noise	0.0151	0.0145	0.0107	0.0043	0.0296
W1_noise	0.0439	0.2243	0.0587	-0.0147	0.2683
W2_noise	0.0377	0.1556	0.0448	-0.0071	0.1933
