#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4997.1036	63.5403	60.4153	4936.6883	5060.6439
logg	4.5687	0.3699	0.5491	4.0197	4.9386
[Fe/H]	-0.4339	0.3635	0.3321	-0.7660	-0.0704
dist	107.2794	1.5133	1.4637	105.8157	108.7927
rad	0.7517	0.0222	0.0225	0.7292	0.7738
Av	0.0368	0.0376	0.0490	-0.0122	0.0744
grav_mass	0.4056	0.9466	0.2684	0.1372	1.3522
lum	0.3173	0.0248	0.0243	0.2929	0.3420
AD	0.0650	0.0023	0.0020	0.0630	0.0673
age	1.8003	8.9017	1.5735	0.0469	13.444416583511739
iso_mas	0.7828	0.0458	0.0526	0.6867	0.914699519464618
eep	343.7033	14.5378	44.1949	194.8363	368.1267750504609
H_noise	0.0997	0.1218	0.0669	0.0328	0.2215
J_noise	0.0673	0.1024	0.0410	0.0263	0.1697
Ks_noise	0.0697	0.0897	0.0448	0.0249	0.1593
V_noise	0.1025	0.1510	0.0662	0.0362	0.2535
B_noise	0.0586	0.0443	0.0255	0.0331	0.1028
BT_noise	0.4266	0.6177	0.2734	0.1532	1.0443
VT_noise	0.3584	0.3256	0.1730	0.1854	0.6840
G_noise	0.0044	0.0030	0.0025	0.0019	0.0074
RP_noise	0.0039	0.0028	0.0022	0.0016	0.0067
BP_noise	0.0176	0.0082	0.0073	0.0102	0.0258
