# Filter Magnitude Uncertainty
2MASS_H 9.3730 0.0300
2MASS_J 9.8080 0.0300
2MASS_Ks 9.2850 0.0300
GROUND_JOHNSON_V 11.4750 0.0390
GROUND_JOHNSON_B 12.3170 0.0300
TYCHO_B_MvB 12.3800 0.1460
TYCHO_V_MvB 11.3200 0.0730
GaiaDR2v2_G 11.2029 0.0300
GaiaDR2v2_RP 10.5872 0.0300
GaiaDR2v2_BP 11.6954 0.0300
