#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4989.5534	119.0464	102.8128	4886.7406	5108.5999
logg	4.4019	0.9934	0.8046	3.5973	5.3952
[Fe/H]	-0.7583	0.9984	0.2371	-0.9954	0.2401
dist	107.3814	2.5679	2.7212	104.6602	109.9493
rad	0.7455	0.0442	0.0306	0.7149	0.7896
Av	0.0451	0.0561	0.0882	-0.0431	0.1012
grav_mass	0.2196	1.6204	0.1800	0.0395	1.8400
lum	0.3141	0.0460	0.0394	0.2746	0.3601
AD	0.0648	0.0040	0.0033	0.0616	0.0688
age	1.8003	8.9017	1.5735	0.2267	10.7020
iso_mass	0.7828	0.0458	0.0526	0.7301	0.8285
eep	343.7033	14.5378	44.1949	299.5084	358.2411
H_noise	0.0500	0.2086	0.0615	-0.0115	0.2586
J_noise	0.0382	0.1522	0.0482	-0.0101	0.1904
Ks_noise	0.0347	0.1515	0.0427	-0.0079	0.1862
V_noise	0.0520	0.2311	0.0740	-0.0220	0.2832
B_noise	0.0605	0.0669	0.0554	0.0051	0.1274
BT_noise	0.2216	1.0235	0.2924	-0.0709	1.2450
VT_noise	0.2493	0.5743	0.1945	0.0548	0.8237
G_noise	0.0041	0.0054	0.0041	-0.0001	0.0095
RP_noise	0.0025	0.0059	0.0025	0.0001	0.0085
BP_noise	0.0175	0.0128	0.0131	0.0045	0.0304
