# Filter Magnitude Uncertainty
2MASS_H 7.3470 0.0300
2MASS_J 7.8650 0.0300
2MASS_Ks 7.2070 0.0300
GROUND_JOHNSON_V 9.7170 0.0300
GROUND_JOHNSON_B 10.7440 0.0300
TYCHO_B_MvB 11.1010 0.0540
TYCHO_V_MvB 9.8440 0.0300
GaiaDR2v2_G 9.3848 0.0300
GaiaDR2v2_RP 8.7035 0.0300
GaiaDR2v2_BP 9.9593 0.0300
SDSS_g 10.1710 0.0330
SDSS_i 9.0150 0.0300
SDSS_r 9.3510 0.0300
WISE_RSR_W1 7.0030 0.0440
WISE_RSR_W2 7.2220 0.0300
