#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5427.3305	99.2209	103.1119	5324.2186	5526.5514
logg	4.3545	0.6639	0.8536	3.5009	5.0185
[Fe/H]	-0.3795	0.4758	0.5963	-0.9758	0.0964
dist	85.6413	3.3811	2.8917	82.7496	89.0224
rad	0.8573	0.0386	0.0478	0.8095	0.8960
Av	0.0247	0.0684	0.0630	-0.0383	0.0931
grav_mass	0.2180	1.0221	0.1635	0.0545	1.2401
lum	0.5729	0.0711	0.0740	0.4989	0.6440
AD	0.0923	0.0060	0.0057	0.0867	0.0983
age	0.8295	7.2076	0.8109	0.0187	8.0372
iso_mass	0.9045	0.0620	0.0752	0.8293	0.9664
eep	338.2690	25.2287	58.8670	279.4020	363.4977
H_noise	0.0836	0.4601	0.1131	-0.0296	0.5437
J_noise	0.0278	0.1658	0.0381	-0.0103	0.1936
Ks_noise	0.0314	0.1470	0.0377	-0.0063	0.1784
V_noise	0.0711	0.3513	0.0917	-0.0205	0.4225
B_noise	0.0565	0.0829	0.0478	0.0087	0.1394
BT_noise	0.0764	0.3825	0.0989	-0.0225	0.4589
VT_noise	0.0723	0.2675	0.0861	-0.0139	0.3398
G_noise	0.0024	0.0033	0.0019	0.0004	0.0057
RP_noise	0.0062	0.0112	0.0060	0.0002	0.0174
BP_noise	0.0148	0.0107	0.0107	0.0041	0.0256
SDSS_g_noise	0.0333	0.1627	0.0501	-0.0167	0.1961
SDSS_r_noise	0.0478	0.1562	0.0506	-0.0028	0.2040
W1_noise	0.0670	0.1883	0.0709	-0.0039	0.2553
W2_noise	0.0332	0.1562	0.0426	-0.0094	0.1894
