#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5430.3992	52.5057	51.5681	5378.8311	5482.9049
logg	4.2526	0.3770	0.3476	3.9050	4.6296
[Fe/H]	-0.4361	0.2691	0.2499	-0.6860	-0.1670
dist	85.8684	1.7269	1.6406	84.2279	87.5953
rad	0.8520	0.0246	0.0210	0.8310	0.8766
Av	0.0241	0.0339	0.0308	-0.0067	0.0580
grav_mass	0.3620	0.5460	0.1977	0.1643	0.9080
lum	0.5693	0.0404	0.0350	0.5344	0.6097
AD	0.0924	0.0031	0.0030	0.0894	0.0955
age	0.8295	7.2076	0.8109	0.0187	13.442898953548832
iso_mas	0.9045	0.0620	0.0752	0.7338	1.0365017154117888
eep	338.2690	25.2287	58.8670	186.8967	395.7343505815062
H_noise	0.2156	0.2334	0.1345	0.0811	0.4490
J_noise	0.0754	0.0845	0.0488	0.0266	0.1599
Ks_noise	0.0731	0.0725	0.0423	0.0308	0.1456
V_noise	0.1775	0.1615	0.1120	0.0655	0.3390
B_noise	0.0677	0.0428	0.0275	0.0402	0.1104
BT_noise	0.1829	0.2056	0.1146	0.0683	0.3884
VT_noise	0.1523	0.1323	0.0855	0.0668	0.2846
G_noise	0.0028	0.0017	0.0011	0.0017	0.0045
RP_noise	0.0082	0.0053	0.0040	0.0043	0.0136
BP_noise	0.0153	0.0059	0.0055	0.0098	0.0212
SDSS_g_noise	0.0746	0.1052	0.0474	0.0272	0.1798
SDSS_r_noise	0.0900	0.0767	0.0525	0.0375	0.1667
W1_noise	0.1096	0.0940	0.0600	0.0496	0.2036
W2_noise	0.0838	0.0740	0.0493	0.0345	0.1578
