# Filter Magnitude Uncertainty
2MASS_H 8.5040 0.0550
2MASS_J 8.8790 0.0300
2MASS_Ks 8.3940 0.0300
GROUND_JOHNSON_V 10.2480 0.0400
GROUND_JOHNSON_B 10.9000 0.0300
TYCHO_B_MvB 11.1290 0.0540
TYCHO_V_MvB 10.3330 0.0410
GaiaDR2v2_G 10.0128 0.0300
GaiaDR2v2_RP 9.4792 0.0300
GaiaDR2v2_BP 10.4118 0.0300
SDSS_g 10.5630 0.0300
SDSS_r 10.0330 0.0300
WISE_RSR_W1 8.3370 0.0300
WISE_RSR_W2 8.3960 0.0300
