# Filter Magnitude Uncertainty
2MASS_H 9.1620 0.0300
2MASS_J 9.7720 0.0300
2MASS_Ks 9.0480 0.0300
GROUND_JOHNSON_V 11.8310 0.0450
GROUND_JOHNSON_B 12.9700 0.0300
TYCHO_B_MvB 13.1590 0.3110
TYCHO_V_MvB 12.3280 0.2110
GaiaDR2v2_G 11.4397 0.0300
GaiaDR2v2_RP 10.6833 0.0300
GaiaDR2v2_BP 12.1008 0.0300
SDSS_g 12.4360 0.0330
SDSS_i 11.0240 0.0300
SDSS_r 11.3850 0.0300
WISE_RSR_W1 8.9870 0.0300
WISE_RSR_W2 9.0610 0.0300
