#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5253.0315	53.6368	81.4485	5171.5829	5306.6683
logg	4.4767	0.4428	0.6472	3.8294	4.9195
[Fe/H]	0.3035	0.1673	0.3424	-0.0389	0.4708
dist	28.1090	0.1300	0.1536	27.9554	28.2390
rad	0.7482	0.0227	0.0252	0.7230	0.7708
Av	0.0000	(FIXED)
grav_mass	0.2026	0.9400	0.1353	0.0673	1.1427
lum	0.3785	0.0321	0.0310	0.3475	0.4106
AD	0.2472	0.0081	0.0080	0.2392	0.2554
age	1.7075	6.0246	1.6635	0.0439	13.441888273873149
iso_mas	0.8166	0.0311	0.0536	0.7152	0.9317809230829653
eep	336.8408	19.5541	48.3102	198.8117	370.77297831303997
H_noise	0.0788	0.1804	0.0646	0.0141	0.2592
J_noise	0.0381	0.1475	0.0348	0.0033	0.1856
Ks_noise	0.0519	0.1239	0.0430	0.0088	0.1758
V_noise	0.0182	0.0819	0.0159	0.0023	0.1001
B_noise	0.0993	0.1068	0.0423	0.0571	0.2061
BT_noise	0.1061	0.1645	0.0458	0.0603	0.2706
VT_noise	0.0317	0.0963	0.0252	0.0065	0.1280
b_noise	0.0144	0.0461	0.0113	0.0031	0.0605
u_noise	0.5914	0.1696	0.1427	0.4487	0.7610
v_noise	0.0304	0.1259	0.0236	0.0068	0.1563
y_noise	0.0165	0.0303	0.0120	0.0046	0.0469
G_noise	0.0030	0.0034	0.0024	0.0006	0.0064
RP_noise	0.0229	0.0137	0.0073	0.0157	0.0367
BP_noise	0.0087	0.0109	0.0073	0.0014	0.0196
W1_noise	0.1317	0.5782	0.1137	0.0180	0.7099
W2_noise	0.0925	0.2436	0.0752	0.0173	0.3361
