# Filter Magnitude Uncertainty
2MASS_H 9.7850 0.0300
2MASS_J 10.1300 0.0300
2MASS_Ks 9.6740 0.0300
GROUND_JOHNSON_V 11.3710 0.0300
GROUND_JOHNSON_B 11.9860 0.0520
GaiaDR2v2_G 11.2324 0.0300
GaiaDR2v2_RP 10.7403 0.0300
GaiaDR2v2_BP 11.5652 0.0300
SDSS_g 11.6490 0.0320
SDSS_i 11.0810 0.0300
SDSS_r 11.2060 0.0300
WISE_RSR_W1 9.6290 0.0300
WISE_RSR_W2 9.6330 0.0300
