#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5663.3462	80.0127	92.5637	5570.7825	5743.3589
logg	4.0493	0.4735	0.2767	3.7727	4.5228
[Fe/H]	-0.6700	0.3171	0.2076	-0.8776	-0.3529
dist	235.4250	10.6832	9.2346	226.1904	246.1082
rad	1.2390	0.0591	0.0601	1.1789	1.2980
Av	0.0355	0.0418	0.0410	-0.0055	0.0773
grav_mass	0.5553	0.8012	0.2843	0.2710	1.3565
lum	1.4099	0.1688	0.1575	1.2523	1.5786
AD	0.0490	0.0031	0.0034	0.0456	0.0521
age	12.0624	1.4270	4.2809	1.6376	13.489365883986883
iso_mas	0.9121	0.1315	0.0526	0.8081	1.1812632305265978
eep	431.0081	14.5467	24.9371	332.0909	455.9452276698935
H_noise	0.1100	0.1245	0.0650	0.0450	0.2345
J_noise	0.1140	0.1206	0.0799	0.0341	0.2346
Ks_noise	0.1093	0.1041	0.0505	0.0588	0.2134
V_noise	0.0845	0.0874	0.0512	0.0333	0.1719
B_noise	0.2001	0.2435	0.1110	0.0891	0.4436
G_noise	0.0040	0.0040	0.0022	0.0018	0.0079
RP_noise	0.0111	0.0064	0.0056	0.0055	0.0175
BP_noise	0.0117	0.0087	0.0066	0.0051	0.0204
SDSS_g_noise	0.1505	0.1726	0.0930	0.0575	0.3231
SDSS_i_noise	0.0509	0.0780	0.0348	0.0161	0.1289
SDSS_r_noise	0.0678	0.0716	0.0412	0.0265	0.1393
W1_noise	0.1375	0.1212	0.0628	0.0748	0.2587
W2_noise	0.1237	0.0826	0.0588	0.0649	0.2063
