# Filter Magnitude Uncertainty
2MASS_H 9.0120 0.0300
2MASS_J 9.3700 0.0300
2MASS_Ks 8.9500 0.0300
GROUND_JOHNSON_V 10.7530 0.0300
GROUND_JOHNSON_B 11.5910 0.0300
TYCHO_B_MvB 12.0380 0.1090
TYCHO_V_MvB 10.8140 0.0560
GaiaDR2v2_G 10.5777 0.0300
GaiaDR2v2_RP 10.0157 0.0300
GaiaDR2v2_BP 11.0125 0.0300
SDSS_g 11.2420 0.1300
SDSS_i 10.3610 0.0310
SDSS_r 10.5850 0.0300
WISE_RSR_W1 8.8460 0.0300
WISE_RSR_W2 8.9090 0.0300
