#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5321.2233	86.3132	108.2839	5212.9394	5407.5365
logg	4.1223	0.9355	0.6237	3.4986	5.0578
[Fe/H]	0.2814	0.2735	0.8449	-0.5636	0.5549
dist	108.3803	1.5775	1.7804	106.5999	109.9578
rad	0.8661	0.0303	0.0374	0.8287	0.8964
Av	0.0216	0.0557	0.0557	-0.0341	0.0773
grav_mass	0.2018	1.1765	0.1471	0.0547	1.3783
lum	0.5302	0.0621	0.0517	0.4785	0.5923
AD	0.0743	0.0029	0.0033	0.0711	0.0773
age	0.9883	10.7879	0.9439	0.0443	11.7762
iso_mass	0.9439	0.0338	0.1255	0.8184	0.9777
eep	372.0493	13.3147	90.6667	281.3826	385.3639
H_noise	0.0655	0.1929	0.0634	0.0020	0.2583
J_noise	0.0319	0.1895	0.0441	-0.0122	0.2214
Ks_noise	0.0552	0.2089	0.0572	-0.0021	0.2641
V_noise	0.0453	0.1037	0.0429	0.0024	0.1490
B_noise	0.0661	0.1703	0.0661	-0.0000	0.2364
BT_noise	0.2891	0.7954	0.2738	0.0153	1.0846
VT_noise	0.0773	0.3903	0.1041	-0.0268	0.4676
G_noise	0.0032	0.0031	0.0024	0.0007	0.0063
RP_noise	0.0032	0.0084	0.0032	0.0000	0.0116
BP_noise	0.0120	0.0072	0.0070	0.0050	0.0193
SDSS_g_noise	0.1611	1.0145	0.2219	-0.0608	1.1756
SDSS_i_noise	0.0440	0.2428	0.0624	-0.0184	0.2868
SDSS_r_noise	0.0450	0.1746	0.0517	-0.0067	0.2196
W1_noise	0.0395	0.2075	0.0481	-0.0086	0.2470
W2_noise	0.0388	0.1703	0.0458	-0.0069	0.2091
