# Filter Magnitude Uncertainty
2MASS_H 9.6970 0.0300
2MASS_J 10.0620 0.0300
2MASS_Ks 9.6090 0.0300
GROUND_JOHNSON_V 11.4300 0.0300
GROUND_JOHNSON_B 12.2060 0.0300
TYCHO_B_MvB 12.3680 0.1150
TYCHO_V_MvB 11.4210 0.0650
GaiaDR2v2_G 11.2304 0.0300
GaiaDR2v2_RP 10.6792 0.0300
GaiaDR2v2_BP 11.6505 0.0300
SDSS_g 11.7700 0.0300
SDSS_i 11.0000 0.0300
SDSS_r 11.1750 0.0320
WISE_RSR_W1 9.5760 0.0300
WISE_RSR_W2 9.6380 0.0300
