#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5417.6329	69.9441	46.6294	5371.0035	5487.5771
logg	4.4012	0.3284	0.3713	4.0299	4.7296
[Fe/H]	-0.0249	0.2392	0.2084	-0.2333	0.2143
dist	171.3648	6.1378	3.6510	167.7139	177.5027
rad	0.9725	0.0399	0.0254	0.9471	1.0125
Av	0.0321	0.0495	0.0314	0.0007	0.0816
grav_mass	0.6804	0.8845	0.3917	0.2887	1.5649
lum	0.7444	0.0647	0.0518	0.6926	0.8092
AD	0.0528	0.0023	0.0022	0.0506	0.0550
age	6.7371	5.3070	4.0927	0.0359	13.43823737617959
iso_mas	0.9919	0.0441	0.1116	0.8225	1.1143139117499572
eep	374.5542	27.5393	39.1348	194.0993	410.0654604350476
H_noise	0.0647	0.0715	0.0384	0.0264	0.1362
J_noise	0.0598	0.0941	0.0399	0.0199	0.1539
Ks_noise	0.0574	0.1163	0.0362	0.0212	0.1737
V_noise	0.0615	0.0850	0.0375	0.0240	0.1465
B_noise	0.0666	0.0534	0.0356	0.0310	0.1200
BT_noise	0.2632	0.4192	0.1555	0.1077	0.6824
VT_noise	0.1775	0.2398	0.1107	0.0668	0.4173
G_noise	0.0026	0.0034	0.0014	0.0013	0.0060
RP_noise	0.0044	0.0028	0.0024	0.0020	0.0072
BP_noise	0.0136	0.0059	0.0046	0.0090	0.0194
SDSS_g_noise	0.1233	0.1278	0.0763	0.0470	0.2512
SDSS_i_noise	0.0803	0.0748	0.0393	0.0410	0.1551
SDSS_r_noise	0.1075	0.0942	0.0669	0.0406	0.2017
W1_noise	0.0792	0.1139	0.0503	0.0289	0.1930
W2_noise	0.0714	0.0706	0.0439	0.0275	0.1420
