# Filter Magnitude Uncertainty
2MASS_H 10.3110 0.0300
2MASS_J 10.7000 0.0300
2MASS_Ks 10.2450 0.0300
GROUND_JOHNSON_V 11.9640 0.0360
GROUND_JOHNSON_B 12.6060 0.0300
TYCHO_B_MvB 12.6930 0.2350
TYCHO_V_MvB 11.8680 0.1580
GaiaDR2v2_G 11.8159 0.0300
GaiaDR2v2_RP 11.3052 0.0300
GaiaDR2v2_BP 12.1778 0.0300
SDSS_g 12.2220 0.0320
SDSS_i 11.6390 0.0720
SDSS_r 11.8300 0.0520
