#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5558.8511	122.5259	124.3824	5434.4687	5681.3770
logg	4.1556	0.8434	0.6306	3.5250	4.9990
[Fe/H]	-0.3756	0.6016	0.5834	-0.9589	0.2260
dist	251.0050	6.6611	6.3629	244.6421	257.6661
rad	1.0469	0.0338	0.0625	0.9844	1.0807
Av	0.0243	0.0591	0.0788	-0.0546	0.0834
grav_mass	0.3394	1.2794	0.2693	0.0701	1.6188
lum	0.9158	0.1214	0.1151	0.8007	1.0372
AD	0.0383	0.0021	0.0021	0.0362	0.0404
age	10.7452	2.7425	5.7946	4.9506	13.4877
iso_mass	0.9164	0.0950	0.0717	0.8446	1.0113
eep	405.4737	10.1382	39.5389	365.9348	415.6119
H_noise	0.0974	0.1636	0.1036	-0.0062	0.2610
J_noise	0.0554	0.1690	0.0634	-0.0080	0.2243
Ks_noise	0.0761	0.1778	0.0842	-0.0081	0.2539
V_noise	0.0550	0.2920	0.0689	-0.0140	0.3469
B_noise	0.1431	0.1655	0.1196	0.0236	0.3087
BT_noise	0.3022	1.9412	0.4480	-0.1458	2.2434
VT_noise	0.2000	1.1225	0.2619	-0.0619	1.3225
G_noise	0.0020	0.0020	0.0018	0.0003	0.0041
RP_noise	0.0025	0.0155	0.0030	-0.0005	0.0180
BP_noise	0.0127	0.0100	0.0119	0.0008	0.0226
SDSS_g_noise	0.1061	0.2534	0.0936	0.0125	0.3595
SDSS_i_noise	0.0793	0.4373	0.1239	-0.0446	0.5166
SDSS_r_noise	0.0824	0.5018	0.1158	-0.0334	0.5842
