#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5423.8969	55.6960	51.0547	5372.8422	5479.5929
logg	4.4486	0.4001	0.4534	3.9952	4.8487
[Fe/H]	-0.0546	0.2867	0.3441	-0.3987	0.2321
dist	130.9730	1.4073	1.4073	129.5657	132.3804
rad	0.9938	0.0202	0.0210	0.9728	1.0140
Av	0.0224	0.0374	0.0344	-0.0120	0.0598
grav_mass	0.6860	1.2476	0.4432	0.2428	1.9336
lum	0.7701	0.0457	0.0434	0.7267	0.8158
AD	0.0705	0.0018	0.0016	0.0689	0.0722
age	1.5158	10.0762	1.3945	0.0314	13.436342498195145
iso_mas	1.0568	0.0272	0.1809	0.8281	1.1180384910077776
eep	382.6866	23.0181	76.4797	192.6012	414.6149755711152
H_noise	0.1073	0.0942	0.0643	0.0430	0.2015
J_noise	0.0811	0.0913	0.0538	0.0273	0.1724
Ks_noise	0.1058	0.1142	0.0660	0.0398	0.2200
V_noise	0.1535	0.1903	0.0994	0.0541	0.3438
B_noise	0.1027	0.0948	0.0566	0.0461	0.1975
BT_noise	0.3114	0.3109	0.1722	0.1392	0.6223
VT_noise	0.2115	0.2316	0.1328	0.0787	0.4431
G_noise	0.0028	0.0016	0.0013	0.0016	0.0044
RP_noise	0.0070	0.0049	0.0035	0.0036	0.0119
BP_noise	0.0173	0.0056	0.0063	0.0110	0.0229
SDSS_g_noise	0.7067	0.9118	0.4799	0.2268	1.6185
SDSS_i_noise	0.2285	0.2186	0.1334	0.0951	0.4471
SDSS_r_noise	0.1264	0.1260	0.0769	0.0495	0.2524
W1_noise	0.0884	0.1113	0.0536	0.0348	0.1996
W2_noise	0.0686	0.0879	0.0403	0.0284	0.1565
