#Parameter	median	upper	lower	3sig_low	3sig_up
teff	5430.7558	85.3670	103.6599	5327.0959	5516.1228
logg	4.6408	0.5570	1.0979	3.5429	5.1979
[Fe/H]	0.0945	0.4135	0.7888	-0.6942	0.5080
dist	131.2121	2.3780	2.9423	128.2698	133.5901
rad	0.9956	0.0372	0.0394	0.9562	1.0328
Av	0.0265	0.0595	0.0698	-0.0434	0.0860
grav_mass	0.3707	2.3451	0.3086	0.0621	2.7158
lum	0.7654	0.0875	0.0757	0.6897	0.8529
AD	0.0707	0.0030	0.0032	0.0675	0.0736
age	1.5158	10.0762	1.3945	0.1214	11.5920
iso_mass	1.0568	0.0272	0.1809	0.8758	1.0840
eep	382.6866	23.0181	76.4797	306.2069	405.7047
H_noise	0.0447	0.2063	0.0554	-0.0106	0.2511
J_noise	0.0331	0.1765	0.0425	-0.0094	0.2096
Ks_noise	0.0436	0.2316	0.0545	-0.0109	0.2751
V_noise	0.0589	0.3526	0.0844	-0.0256	0.4115
B_noise	0.0638	0.1813	0.0676	-0.0039	0.2451
BT_noise	0.1508	0.6220	0.1696	-0.0189	0.7728
VT_noise	0.0934	0.4354	0.1182	-0.0248	0.5288
G_noise	0.0021	0.0035	0.0018	0.0003	0.0056
RP_noise	0.0061	0.0093	0.0059	0.0002	0.0154
BP_noise	0.0165	0.0111	0.0109	0.0056	0.0276
SDSS_g_noise	0.2989	1.6074	0.3966	-0.0978	1.9063
SDSS_i_noise	0.0966	0.4623	0.1156	-0.0190	0.5588
SDSS_r_noise	0.0541	0.2506	0.0635	-0.0094	0.3048
W1_noise	0.0431	0.2011	0.0540	-0.0109	0.2442
W2_noise	0.0342	0.1446	0.0410	-0.0068	0.1788
