# Filter Magnitude Uncertainty
2MASS_H 9.0620 0.0300
2MASS_J 9.4440 0.0300
2MASS_Ks 8.9720 0.0300
GROUND_JOHNSON_V 10.7650 0.0480
GROUND_JOHNSON_B 11.5390 0.0300
TYCHO_B_MvB 11.5910 0.0680
TYCHO_V_MvB 10.7910 0.0560
GaiaDR2v2_G 10.5886 0.0300
GaiaDR2v2_RP 10.0470 0.0300
GaiaDR2v2_BP 11.0044 0.0300
SDSS_g 11.2740 0.1990
SDSS_i 10.3630 0.0470
SDSS_r 10.5220 0.0320
WISE_RSR_W1 8.9440 0.0300
WISE_RSR_W2 9.0060 0.0300
