#Parameter	median	upper	lower	3sig_low	3sig_up
teff	6284.3303	62.2683	69.3175	6215.0128	6346.5986
logg	4.2106	0.3369	0.3666	3.8440	4.5475
[Fe/H]	-0.1256	0.2769	0.2883	-0.4138	0.1513
dist	137.7338	21.2295	22.0306	115.7032	158.9632
rad	1.1794	0.1659	0.1804	0.9991	1.3454
Av	0.0368	0.0326	0.0316	0.0052	0.0694
grav_mass	0.5860	0.8806	0.3367	0.2494	1.4666
lum	1.9266	0.5884	0.5509	1.3757	2.5150
AD	0.0771	0.0199	0.0147	0.0625	0.0971
age	0.4717	2.2951	0.4530	0.0187	9.048298151480143
iso_mas	1.3265	0.1408	0.2448	0.8644	1.7762749882882083
eep	344.9400	29.5512	64.0276	211.9596	456.57781358220956
H_noise	0.2223	0.1095	0.0919	0.1304	0.3318
J_noise	0.0658	0.0498	0.0327	0.0331	0.1157
Ks_noise	0.0778	0.0864	0.0309	0.0470	0.1642
B_noise	0.3174	0.2412	0.1206	0.1969	0.5586
G_noise	0.0030	0.0018	0.0011	0.0020	0.0048
RP_noise	0.0072	0.0027	0.0043	0.0029	0.0099
BP_noise	0.0046	0.0021	0.0018	0.0028	0.0067
SDSS_g_noise	1.1960	0.5249	0.4471	0.7489	1.7208
