# Filter Magnitude Uncertainty
2MASS_H 8.5740 0.0420
2MASS_J 8.8080 0.0300
2MASS_Ks 8.5200 0.0300
GROUND_JOHNSON_B 10.3110 0.0790
GaiaDR2v2_G 9.6608 0.0300
GaiaDR2v2_RP 9.2541 0.0300
GaiaDR2v2_BP 9.9261 0.0300
SDSS_g 10.5420 0.1690
