#Parameter	median	upper	lower	3sig_low	3sig_up
teff	6308.1407	171.7606	226.1152	6082.0255	6479.9013
logg	4.0804	0.8056	0.6082	3.4722	4.8860
[Fe/H]	-0.0103	0.4916	0.7048	-0.7151	0.4812
dist	120.4338	72.4032	28.9613	91.4725	192.8370
rad	1.0566	0.5887	0.2759	0.7806	1.6452
Av	0.0415	0.0728	0.0824	-0.0410	0.1143
grav_mass	0.4298	1.4246	0.4070	0.0228	1.8544
lum	1.5164	1.5654	0.7699	0.7465	3.0817
AD	0.0771	0.0420	0.0345	0.0426	0.1192
age	0.4717	2.2951	0.4530	0.0187	2.7669
iso_mass	1.3265	0.1408	0.2448	1.0817	1.4672
eep	344.9400	29.5512	64.0276	280.9124	374.4912
H_noise	0.2664	0.1681	0.2699	-0.0035	0.4345
J_noise	0.0600	0.1195	0.0634	-0.0033	0.1795
Ks_noise	0.0632	0.1337	0.0621	0.0012	0.1969
B_noise	0.3112	0.2615	0.2988	0.0124	0.5727
G_noise	0.0019	0.0042	0.0015	0.0004	0.0061
RP_noise	0.0029	0.0115	0.0029	-0.0000	0.0144
BP_noise	0.0038	0.0048	0.0024	0.0014	0.0086
SDSS_g_noise	1.2679	0.8470	1.0311	0.2368	2.1149
