# Filter Magnitude Uncertainty
2MASS_H 9.7470 0.0300
2MASS_J 10.2310 0.0300
2MASS_Ks 9.6390 0.0300
GROUND_JOHNSON_V 11.9620 0.0300
GROUND_JOHNSON_B 12.8930 0.0300
TYCHO_B_MvB 12.9770 0.2680
TYCHO_V_MvB 12.0720 0.1720
GaiaDR2v2_G 11.6346 0.0300
GaiaDR2v2_RP 10.9950 0.0300
GaiaDR2v2_BP 12.1468 0.0300
SDSS_g 12.3900 0.0300
SDSS_i 11.3930 0.0300
SDSS_r 11.6510 0.0300
WISE_RSR_W1 9.5760 0.0300
WISE_RSR_W2 9.6090 0.0300
