#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4873.9065	92.9228	80.3231	4793.5834	4966.8294
logg	4.7768	0.6512	1.2047	3.5721	5.4280
[Fe/H]	-0.2509	0.5468	0.6411	-0.8920	0.2959
dist	151.5515	5.6184	4.0039	147.5476	157.1699
rad	0.9211	0.0412	0.0442	0.8769	0.9623
Av	0.0284	0.0554	0.0694	-0.0411	0.0837
grav_mass	0.3539	2.6397	0.2933	0.0606	2.9935
lum	0.4281	0.0540	0.0459	0.3822	0.4821
AD	0.0560	0.0032	0.0030	0.0531	0.0593
age	6.7848	4.6028	2.9940	3.7908	11.3876
iso_mass	0.8886	0.0276	0.0441	0.8445	0.9162
eep	349.4643	21.5629	16.3355	333.1288	371.0272
H_noise	0.0777	0.2170	0.0803	-0.0025	0.2947
J_noise	0.0327	0.1476	0.0443	-0.0116	0.1804
Ks_noise	0.0410	0.1650	0.0491	-0.0081	0.2060
V_noise	0.0407	0.1112	0.0399	0.0008	0.1519
B_noise	0.0372	0.1488	0.0431	-0.0059	0.1860
BT_noise	0.3633	1.8354	0.5380	-0.1747	2.1986
VT_noise	0.2134	1.1076	0.3055	-0.0921	1.3209
G_noise	0.0094	0.0162	0.0093	0.0002	0.0256
RP_noise	0.0104	0.0259	0.0114	-0.0010	0.0364
BP_noise	0.0107	0.0369	0.0114	-0.0007	0.0476
SDSS_g_noise	0.0291	0.1533	0.0383	-0.0092	0.1823
SDSS_i_noise	0.0275	0.1057	0.0320	-0.0045	0.1332
SDSS_r_noise	0.0480	0.1919	0.0541	-0.0061	0.2399
W1_noise	0.0384	0.1778	0.0488	-0.0104	0.2162
W2_noise	0.0391	0.1621	0.0470	-0.0079	0.2012
