# Filter Magnitude Uncertainty
2MASS_H 9.2150 0.0300
2MASS_J 9.7710 0.0300
2MASS_Ks 9.1000 0.0300
GROUND_JOHNSON_V 11.7670 0.0300
GROUND_JOHNSON_B 12.8390 0.0350
TYCHO_B_MvB 13.6120 0.3760
TYCHO_V_MvB 12.1480 0.1860
GaiaDR2v2_G 11.3766 0.0300
GaiaDR2v2_RP 10.6591 0.0300
GaiaDR2v2_BP 12.0048 0.0300
SDSS_g 12.2950 0.0300
SDSS_i 10.9880 0.0420
SDSS_r 11.3440 0.0300
WISE_RSR_W1 9.0580 0.0300
WISE_RSR_W2 9.1240 0.0300
