#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4602.9395	34.6255	46.4129	4556.5265	4637.5650
logg	4.8368	0.3312	0.5939	4.2428	5.1680
[Fe/H]	0.0426	0.3447	0.3314	-0.2889	0.3872
dist	92.1256	1.2882	1.1294	90.9962	93.4138
rad	0.7369	0.0165	0.0165	0.7204	0.7534
Av	0.0234	0.0299	0.0407	-0.0173	0.0533
grav_mass	0.6135	1.6953	0.4051	0.2084	2.3088
lum	0.2187	0.0124	0.0126	0.2061	0.2311
AD	0.0743	0.0019	0.0020	0.0724	0.0762
age	1.4013	6.6757	1.2545	0.0572	13.408639238369794
iso_mas	0.7980	0.0256	0.0437	0.6977	0.8571586366468922
eep	329.4010	17.9339	54.3451	193.5382	356.03008545797746
H_noise	0.0998	0.1060	0.0564	0.0433	0.2058
J_noise	0.0659	0.1213	0.0464	0.0195	0.1872
Ks_noise	0.0610	0.0865	0.0391	0.0219	0.1475
V_noise	0.0833	0.1591	0.0554	0.0279	0.2424
B_noise	0.1351	0.1975	0.0853	0.0497	0.3325
BT_noise	1.4021	1.9679	0.8870	0.5152	3.3701
VT_noise	0.6565	0.9081	0.3990	0.2575	1.5646
G_noise	0.0066	0.0043	0.0039	0.0027	0.0109
RP_noise	0.0053	0.0038	0.0033	0.0020	0.0090
BP_noise	0.0141	0.0087	0.0070	0.0071	0.0228
SDSS_g_noise	0.1130	0.1087	0.0649	0.0481	0.2217
SDSS_i_noise	0.1390	0.1467	0.0842	0.0547	0.2857
SDSS_r_noise	0.0440	0.0773	0.0301	0.0140	0.1214
W1_noise	0.0817	0.1135	0.0558	0.0259	0.1952
W2_noise	0.0813	0.0964	0.0527	0.0286	0.1777
