#Parameter	median	upper	lower	3sig_low	3sig_up
teff	4336.0083	79.6793	144.4187	4191.5896	4415.6876
logg	5.1714	0.3312	0.4896	4.6818	5.5027
[Fe/H]	-0.4053	1.0282	0.6052	-1.0105	0.6230
dist	105.5909	1.9568	1.2880	104.3029	107.5477
rad	0.7124	0.0443	0.0339	0.6784	0.7567
Av	0.0050	0.0696	0.0633	-0.0584	0.0745
grav_mass	1.6678	3.3210	1.1462	0.5216	4.9888
lum	0.1586	0.0251	0.0234	0.1351	0.1837
AD	0.0625	0.0042	0.0030	0.0595	0.0667
age	1.8899	8.0047	1.6546	0.2353	9.8946
iso_mass	0.7465	0.0262	0.0345	0.7120	0.7727
eep	328.6842	18.1489	48.7154	279.9688	346.8331
H_noise	0.0748	0.2614	0.0781	-0.0033	0.3362
J_noise	0.0384	0.1589	0.0436	-0.0052	0.1972
Ks_noise	0.0283	0.1620	0.0354	-0.0070	0.1904
V_noise	0.0612	0.3024	0.0756	-0.0143	0.3636
B_noise	0.0726	0.3254	0.0913	-0.0187	0.3980
G_noise	0.0022	0.0041	0.0022	0.0000	0.0063
RP_noise	0.0034	0.0119	0.0034	-0.0000	0.0152
BP_noise	0.0107	0.0194	0.0104	0.0002	0.0301
SDSS_g_noise	0.1127	0.4455	0.1293	-0.0166	0.5582
SDSS_i_noise	0.0656	0.3234	0.0795	-0.0139	0.3889
SDSS_r_noise	0.0640	0.2323	0.0704	-0.0064	0.2963
W1_noise	0.0401	0.1648	0.0513	-0.0113	0.2049
W2_noise	0.1025	0.1318	0.0958	0.0067	0.2343
