# Filter Magnitude Uncertainty
2MASS_H 9.7730 0.0300
2MASS_J 10.3250 0.0300
2MASS_Ks 9.6120 0.0300
GROUND_JOHNSON_V 12.5970 0.0430
GROUND_JOHNSON_B 13.8240 0.0480
GaiaDR2v2_G 12.1336 0.0300
GaiaDR2v2_RP 11.3319 0.0300
GaiaDR2v2_BP 12.8540 0.0300
SDSS_g 13.2150 0.0580
SDSS_i 11.6570 0.0470
SDSS_r 12.0910 0.0310
WISE_RSR_W1 9.5370 0.0300
WISE_RSR_W2 9.6170 0.0300
