TIC,TOI,SG1Disposition,Rplanet,Period,CK2016_Mass,PredictedK,Mstar_TIC8,Rstar_TIC8,Teff_TIC8
160487753,1345.01,PC,16.946,8.47134,317,109.01,0.87,4.88,5073
220547837,3366.01,PC,16.479,8.456269,317,89.78,1.17,1.3,6144
272167060,3495.01,PC,3.985,8.413015,15.065,3.88,1.35,1.92,6529
80682484,2810.01,PC,2.109,8.40354,5.105,1.53,1.07,1.05,5910
238542895,2553.01,VPC+,11.761,8.385009,94.828,27.18,1.15,1.02,6106
233068569,2181.01,PC,4.98,8.383866,22.001,7,0.98,0.91,5493
282576340,2494.01,VPC,9.541,8.376132,66.448,21.92,0.93,0.9,5376
254113311,1130.01,P,11.171,8.34998,86.883,36.11,0.66,0.74,4236
68035559,2484.01,VPC,5.628,8.32852,27.083,8.55,1,0.89,5632
460205581,837.01,VP,8.1,8.324839,50.301,14.45,1.15,1.01,5816
311179742,2344.01,PC,10.91,8.30539,83.452,25.02,1.08,2.03,5633
159418353,1739.01,VPC?,2.016,8.30341,4.728,1.76,0.78,0.78,4814
334305570,777.01,VPC,8.503,8.301106,54.631,15.45,1.18,1.6,6194
139148528,4315.01,PC,2.329,8.286047,6.046,1.95,0.97,0.91,5513
118327533,346.01,VPC+,30.102,8.28154,317,89.66,1.18,1.35,6121
237922465,2416.01,VPC,12.076,8.275483,99.183,31.34,1,1.39,5609
358613376,4173.01,PC,13.834,8.271206,124.953,37.52,1.08,0.97,5921
100608026,475.01,PPC,2.341,8.261766,6.099,2.65,0.62,0.62,3996
231076038,2618.01,PC,16.191,8.250009,317,74.22,1.57,1.59,7076
306996324,776.02,VPC,1.748,8.243393,3.711,1.79,0.53,0.53,3838
128531633,4334.01,PC,7.671,8.219765,45.856,11.61,1.4,2.12,6657
8516795,2169.01,VPC,11.848,8.21176,96.015,27.2,1.18,1.81,5947
373614579,3799.01,PC,14.873,8.205231,317,108.52,0.89,0.82,5236
219338557,133.01,VPC,2.204,8.199227,5.505,2.28,0.67,0.65,4281
322160664,3729.01,PC,15.394,8.173306,317,100.55,NaN,NaN,NaN
142394656,1268.01,VPC+,9.371,8.15759,64.441,22.45,0.87,0.9,5129
262843259,2531.01,VPC,10.716,8.148409,80.945,27.18,0.92,0.87,5320
410214986,200.01,VP,6.969,8.13822,38.954,12.9,0.94,0.95,5560
150428703,1225.02,PC,2.403,8.121321,6.376,2.07,0.97,0.89,5517
343628284,1448.01,VPC+?,3.791,8.113675,13.835,8.53,0.37,0.38,3468
262746281,603.01,PC,9.579,8.0885,66.894,20.34,1.07,1.63,5829
14336130,1716.01,PC,2.742,8.088417,7.976,2.44,1.07,1.24,5896
407658979,3575.01,PC,14.134,8.084554,129.606,40.47,1.03,1.15,5739
13023738,360.01,PC,24.343,8.0635,317,101,1,1.71,5580
85293053,1772.01,PC,2.446,8.05147,6.569,2.11,0.99,1,5663
300710077,789.03,PC,1.126,8.043228,1.488,0.94,0.36,0.37,3557
154872375,1135.01,VPC+,8.818,8.027722,58.12,16.86,1.16,1.15,6070
429358906,782.01,VPC+,2.679,8.023993,7.67,4.52,0.4,0.41,3371
198153540,1798.01,PC,2.388,8.018944,6.305,2.2,0.87,0.78,5103
380836882,2526.01,VPC+,11.597,8.011524,92.588,28.1,1.08,1.29,5923
294090620,587.01,PC,16.655,8.00924,317,54.64,2.52,2.04,9648
90850770,2207.01,VPC,11.076,8.001666,85.622,24.64,1.17,1.56,6040
200743403,2334.01,PC,10.951,7.998083,83.984,27.21,0.98,1.7,5502
468981993,2556.01,VPC,9.642,7.997974,67.641,19.94,1.13,1.33,6057
145904365,3419.01,PC,49.977,7.996954,317,100.61,1.01,3.31,5683
149845414,2545.01,PC,2.558,7.994037,7.087,2.19,1.06,1.25,5846
298264260,4045.01,PC,20.979,7.992713,317,98.49,1.04,1.5,5571
260417932,932.02,PC,1.645,7.985454,3.348,1.36,0.7,0.73,4444
278198753,936.01,VPC-,9.016,7.936553,60.352,24.3,0.71,0.96,4230
75744886,2917.01,PC,23.2,7.901908,317,79.55,1.45,1.6,6758
345645749,4041.01,PC,11.772,7.874632,94.977,29.04,1.08,1.41,5915
144124187,2395.01,VPC+,12.149,7.86839,100.196,27.31,1.28,1.14,6222
447593267,3076.01,PC,14.458,7.857995,317,101.87,NaN,NaN,14677
336128819,2136.01,VPC+,2.207,7.851706,5.516,3.74,0.33,0.34,3460
59536337,3394.01,PC,7.615,7.8374,45.287,11.48,1.43,1.43,6715
299897516,2391.01,PC,21.207,7.832434,317,104.8,0.96,1.76,5574
402053027,3002.01,PC,22.721,7.7971,317,78.99,NaN,NaN,NaN
33091590,2495.01,PC,1.894,7.795385,4.253,2.83,0.34,0.35,3356
340700241,2944.01,PC,20.507,7.792015,317,88.52,1.24,1.45,6307
231065398,2656.01,PC,9.402,7.789838,64.806,22.59,0.89,0.85,5212
279741379,186.02,P,0.815,7.789795,0.467,0.19,0.73,0.71,4497
417931300,2068.01,VPC,2.14,7.76887,5.236,2.55,0.54,0.54,3792
173640199,618.01,VPC+,8.064,7.761485,49.92,13.26,1.34,1.43,5976
405485201,3409.01,PC,4.907,7.760525,21.456,6.39,1.13,1.09,6070
234345288,213.02,PC,1.221,7.756531,1.984,0.8,0.72,0.67,4457
147804034,2800.01,PC,9.315,7.753829,63.797,20.2,1.03,1.11,5749
348684813,2667.01,PC,12.918,7.751576,111.219,39.41,0.87,4.75,5133
165827520,3494.01,VPC,2.309,7.750794,5.957,4.44,0.29,0.31,3230
88902249,2336.01,VPC,10.992,7.711933,84.52,22.84,1.31,1.83,5871
421336001,3931.01,PC,9.595,7.664185,67.08,21.6,1.01,1.04,5694
154181821,3897.01,PC,5.139,7.660587,23.207,7.15,1.08,1.19,5922
414922696,3624.01,PC,7.99,7.652105,49.147,14.7,1.13,1.49,6065
29119552,1709.01,VPC+,18.438,7.62897,317,92.62,1.17,1.6,5993
260004324,704.01,VP,1.091,7.628564,1.326,0.68,0.5,0.5,3697
29054413,1631.01,PC,3.678,7.626095,13.143,4.39,0.96,0.95,5258
67772767,939.01,VPC,12.496,7.610723,105.112,30.76,1.17,1.53,6179
155005217,1369.01,PC,12.318,7.60475,102.581,19.08,2.31,1.8,8043
359271092,741.01,PC,1.021,7.576975,1.045,0.52,0.52,0.53,3836
326919774,1552.01,PC,10.223,7.57193,74.716,13.88,2.32,4.72,8604
238164799,4362.01,PC,2.827,7.548061,8.403,2.17,1.42,1.57,6688
284859630,2716.01,PC,9.524,7.542044,66.239,20.39,1.09,1.07,5949
30329585,1175.01,PC,6.006,7.5039,30.248,8.73,1.2,1.27,6054
267536225,2904.01,PC,6.641,7.500937,35.885,11.64,1.01,1.31,5673
253434221,4338.01,PC,13.816,7.499873,124.676,43.67,0.9,1.91,5257
286000547,2332.01,PC,11.934,7.49723,97.206,31.96,0.99,1,5524
288242606,4092.01,PC,11.951,7.495818,97.445,31.62,1.01,1.41,5667
355867695,1260.02,CPC,2.676,7.491237,7.654,3.3,0.66,0.69,4225
365021641,3309.01,PC,12.094,7.485093,99.436,34.6,0.91,1.06,5306
231157209,2751.01,PC,12.821,7.471082,109.81,38.52,0.9,0.81,5262
73433128,2990.01,PC,10.612,7.46404,79.612,21.86,1.3,1.95,6439
358557578,2635.01,PC,14.525,7.45608,317,85.74,1.33,2.83,6502
307210830,175.02,P,1.2,7.447298,1.865,1.38,0.29,0.31,3518
357501308,2018.01,CPC,2.605,7.437115,7.312,3.16,0.66,0.62,4243
459157691,3067.01,PC,17.916,7.435274,317,58.9,2.34,2.29,9230
293954617,1430.01,VPC?,2.229,7.434007,5.61,2.05,0.85,0.78,5064
23769326,3919.01,PC,10.059,7.433143,72.69,21.08,1.2,1.32,6227
304950588,3220.01,PC,69.06,7.423951,317,37.66,NaN,NaN,12763
80439101,340.01,VPC+,25.096,7.42229,317,103.57,1,1.09,5627
315120585,2894.01,PC,11.477,7.419026,90.967,27.81,1.11,1.02,6004
31852980,487.02,PC,2.22,7.414492,5.57,1.89,0.95,1.01,5598
230377505,1706.02,PC,1.688,7.405701,3.498,1.15,0.99,0.97,5579
118327550,244.01,VPC+,1.312,7.397194,2.279,1.38,0.4,0.41,3490
443666343,3500.01,PC,3.997,7.351064,15.136,5.19,0.94,1.1,5406
45048546,2924.01,PC,9.24,7.350235,62.918,16.85,1.36,1.35,6571
470156846,4154.01,PC,12.129,7.344716,99.919,28.32,1.25,1.99,6320
137906197,1768.01,VPC-?,3.064,7.33855,9.635,2.97,1.1,1.1,5965
376353509,1648.01,VPC,2.509,7.33149,6.861,2.66,0.78,0.84,4836
188570092,294.01,P,9.691,7.32829,68.231,28.19,0.71,0.79,4503
356747847,1958.01,PC,21.24,7.32189,317,33.81,NaN,5.42,4684
13419950,1162.01,VPC-?,10.4,7.31781,76.929,15.51,2.09,1.76,8045
29830212,2651.01,PC,17.365,7.316429,317,121.04,0.8,0.83,4884
27459498,3538.01,PC,14.346,7.306519,317,89.48,1.26,1.58,6353
437144507,3418.01,PC,9.513,7.304321,66.109,21.78,NaN,NaN,NaN
238197638,903.01,VPC,13.252,7.276563,116.159,34.51,1.17,2.21,6004
284288093,2766.01,PC,17.516,7.274829,317,89.52,1.26,1.4,6354
251652214,3708.01,PC,13.279,7.273325,116.559,40.13,0.94,1.13,5400
157088184,4223.01,PC,13.034,7.265471,112.919,35.19,1.09,1.05,5944
131419624,3368.01,PC,15.413,7.261199,317,82.81,1.42,1.82,6702
191928543,2602.01,VPC+,18.839,7.234043,317,81.76,1.45,1.74,6770
355096431,2185.01,VPC+,10.124,7.214772,73.494,24.64,0.98,1.09,5453
1271152446,4022.01,PC,7.437,7.208749,43.503,14.9,0.95,0.86,5431
30300445,2930.01,PC,11.045,7.204121,85.219,20.62,1.6,2.34,7176
407059875,2026.01,PC,2.271,7.1924,5.791,2.15,0.84,0.77,4991
119292328,512.01,CPC,1.525,7.188733,2.944,1.03,0.92,0.88,5336
298981199,2470.01,PC,2.116,7.185309,5.136,2.12,0.72,0.74,4562
198186769,1291.01,PC,4.533,7.15996,18.751,5.51,1.2,1.81,6155
20203297,2268.01,PC,3.126,7.156602,9.97,3.15,1.08,1.13,5939
398371628,4165.01,VPC,13.55,7.140706,120.63,41.43,0.95,1,5463
39077574,3825.01,PC,11.455,7.139574,90.67,28.77,1.07,1.11,5887
356786657,4040.01,PC,5.392,7.135422,25.186,8.65,0.95,0.84,5446
237362186,2792.01,PC,12.549,7.118566,105.876,33.22,1.09,1.9,5945
305048116,362.01,VPC,7.072,7.11686,39.938,13.19,1.01,1.03,5582
130181866,1726.01,P,2.159,7.108153,5.312,1.75,1.01,0.9,5653
54962195,663.03,PC,1.95,7.102747,4.469,2.33,0.51,0.51,3758
124206468,2357.01,VPC+,11.976,7.0955,97.792,26.9,1.33,1.58,6248
8967242,1799.01,CPC,1.628,7.093853,3.287,1.09,1.01,0.96,5690
420051632,2429.01,PC,2.566,7.084623,7.128,2.42,0.97,0.84,5394
236934268,2292.01,VPC?,2.796,7.077142,8.248,2.68,1.04,1,5649
408618999,1736.01,CPC,2.733,7.07349,7.934,2.64,1,1.41,5656
232967440,1173.01,VPC+,9.178,7.06423,62.2,21.95,0.92,0.96,5301
150424946,3411.01,PC,28.556,7.062802,317,61.42,NaN,NaN,NaN
407966340,554.01,CPC,2.783,7.049134,8.181,2.35,1.25,1.43,6379
407313319,4017.01,PC,14.574,7.042272,317,122.59,0.8,1.88,4892
320327056,3276.01,VPC+,11.383,7.032741,89.7,33.88,0.83,0.83,5021
101588793,2913.01,PC,10.795,7.031811,81.966,35.71,0.67,0.78,4269
22384839,3120.01,PC,10.288,7.023596,75.529,23.22,1.13,1.26,6064
328933398,1873.03,PC,2.897,7.00957,8.757,2.9,1.02,0.97,5539
99330090,3883.01,PC,12.896,7.007893,110.903,32.1,1.24,1.06,6307
65212867,1007.01,PC,14.788,6.998921,317,85.6,1.38,2.7,6441
209459275,559.01,P,12.227,6.983907,101.301,31.79,1.1,1.21,5926
219751469,1489.01,PC,13.645,6.98301,122.071,9.88,NaN,8.4,5060
235448190,2749.01,PC,18.972,6.972483,317,72.47,1.77,2.16,7616
394570569,3488.01,PC,2.929,6.962843,8.924,2.95,1.02,0.95,5727
321857016,1420.01,VPC+?,12.091,6.956113,99.387,34.8,0.94,0.94,5309
47720259,2519.01,PC,2.29,6.95518,5.875,2.36,0.76,0.75,4742
302924206,2362.01,PC,10.108,6.944405,73.297,22.37,1.15,1.42,6181
273695332,2223.01,VPC+,13.442,6.932027,118.992,35.52,1.19,1.59,5812
156991337,691.01,PC,3.083,6.905575,9.737,3.14,1.06,1.08,5727
176956893,2184.01,VPC,11.966,6.8995,97.653,32.36,1.02,3.15,5701
124146529,3108.01,LEPC,8.653,6.898768,56.28,20.43,0.89,0.85,5206
96925186,2518.01,PC,2.189,6.897928,5.439,1.7,1.11,0.99,6016
352239069,1404.01,PC,3.26,6.869728,10.706,3.24,1.17,1.03,6101
317548889,480.01,CPC,2.814,6.865958,8.339,2.48,1.2,1.5,6206
138727432,853.01,VPC,17.289,6.864655,317,101.24,1.08,1.38,5890
96291218,1678.01,VPC-,20.294,6.8561,317,68.78,1.93,2.05,5559
451254008,3158.01,PC,15.709,6.85572,317,92.88,1.23,2.01,6282
429304876,682.01,VP,3.639,6.83931,12.908,4.84,0.85,1.08,5253
241326434,3241.01,VPC,17.979,6.837945,317,101.38,1.08,0.96,5912
294324819,4313.01,PC,3.647,6.822962,12.955,4.25,1.04,2.06,5781
235300016,2750.01,PC,18.082,6.820431,317,82.27,NaN,NaN,NaN
219508169,2016.01,PC,3.264,6.817513,10.73,3.95,0.88,0.84,5157
219879302,1884.01,VPC,9.476,6.78221,65.675,23.97,0.89,0.88,5169
269568703,4249.01,PC,19.103,6.773653,317,64.95,NaN,NaN,NaN
336092760,3947.01,VPC,15.63,6.771509,317,96.98,1.16,2.62,6136
160023,3125.01,PC,13.176,6.760426,115.021,36.49,1.1,1.64,5972
219866209,4062.01,PC,13.915,6.747354,126.207,45.13,0.92,1.06,5332
193556520,4066.01,PC,11.308,6.720663,88.702,34.58,0.81,0.85,4914
139118482,3914.01,PC,12.548,6.713651,105.861,32.12,1.18,1.15,6179
302518439,1169.01,VPC-,27.997,6.70742,317,89.72,1.31,1.22,6114
289590465,2102.01,CPC,2.288,6.706054,5.863,2.12,0.91,0.81,5244
102672709,1686.01,PC,3.717,6.702137,13.382,4.1,1.16,1.46,6004
179319057,1961.01,VPC?,5.034,6.701896,22.405,6.15,1.37,1.52,6288
285094173,1817.01,PC,5.979,6.69695,30.017,9.22,1.16,1.45,6296
384299730,3300.01,PC,8.946,6.692953,59.554,19.19,1.08,1.75,5918
418012030,2533.01,VPC,10.37,6.684698,76.557,23.4,1.17,1.13,6144
3808740,3895.01,PC,9.793,6.672389,69.454,23.74,0.99,1.11,5615
453105377,2850.01,PC,7.446,6.632915,43.594,18.46,0.72,0.88,4551
140067837,2631.01,PC,12.99,6.631473,112.274,37.7,1.02,1.08,5734
157572174,2861.01,PC,12.1,6.63001,99.52,32.17,1.08,1.49,5940
179985715,249.01,VPC,2.283,6.615384,5.844,2.71,0.63,0.6,4047
153065527,406.02,PC,1.273,6.614911,2.165,1.41,0.38,0.39,3376
154293917,3976.01,PC,12.146,6.608099,100.158,32.02,1.1,1.5,5993
67535663,4299.01,PC,3.55,6.601987,12.375,3.29,1.45,1.45,6758
198390247,1453.01,VPC-,2.313,6.588694,5.972,2.34,0.81,0.71,4920
71088556,2471.01,PC,13.238,6.585704,115.952,37.8,1.07,2.88,5908
150388393,3876.01,PC,14.433,6.584437,317,103.95,1.06,0.97,5852
275702126,3764.01,PC,17.676,6.571526,317,128.69,0.77,1.89,4773
131743355,583.01,VPC-,11.394,6.560427,89.849,15.3,2.84,1.72,8863
275722992,1381.01,PC,10.672,6.56034,80.383,14.71,2.55,2.62,7899
251848941,178.01,P,2.595,6.5577,7.263,3.21,0.68,0.66,4339
177244357,1538.01,PC,5.642,6.54692,27.2,8.62,1.12,1.12,5955
307079330,4301.01,PC,3.452,6.544629,11.802,4.01,1.01,0.98,5686
258510872,1885.01,VPC+?,15.392,6.544171,317,95.9,1.2,1.76,5281
238920875,2329.01,VPC,10.837,6.534669,82.513,30.49,0.89,1.33,5462
186459119,3373.01,PC,12.239,6.534605,101.473,33.58,1.05,1.41,5826
92562123,2242.01,PC,6.786,6.53144,37.229,11.81,1.12,2.58,6284
115182469,4071.01,PC,2.273,6.516996,5.799,2.28,0.81,0.71,4937
39699648,1778.01,PC,2.83,6.515951,8.418,2.67,1.12,1.33,6023
382419744,4193.01,PC,11.519,6.508121,91.531,31.13,1.01,1.27,5661
116257066,3728.01,PC,55.87,6.505891,317,36.54,NaN,NaN,13253
1715469662,2183.01,PC,12.095,6.50531,99.443,32.96,1.05,1.84,5758
398736713,2677.01,PC,19.882,6.496745,317,80.96,NaN,1.55,4842
173612049,1537.01,PC,3.193,6.49052,10.333,3.31,1.11,0.96,5629
349829627,788.01,CPC-,2.972,6.487132,9.147,3.34,0.91,2.57,5055
233078665,1876.01,VPC,11.815,6.483187,95.566,25.69,1.44,1.73,6596
275887811,3543.01,VPC?,22.223,6.481785,317,71.6,1.87,1.99,7849
407922734,3270.01,PC,17.369,6.475067,317,108.66,NaN,NaN,NaN
56630436,3396.01,PC,18.819,6.470815,317,84.09,1.47,1.77,6819
321011127,860.01,VPC+,19.703,6.453515,317,103.99,1.07,1.58,5849
387260717,1621.01,PC,1.859,6.45054,4.122,1.02,1.63,1.02,6072
79748331,1064.01,VPC,2.48,6.443857,6.726,2.82,0.74,0.74,4656
290348383,1099.01,VPC,2.462,6.440982,6.644,2.69,0.78,0.8,4815
347210614,3995.01,PC,27.077,6.421943,317,80.96,1.56,1.72,7062
139445621,2696.01,PC,12.166,6.409365,100.445,30.78,1.19,1.12,6191
83092282,622.01,VPC,9.224,6.402526,62.741,17.1,1.42,1.41,6415
219850915,1244.01,VPC,2.529,6.400148,6.952,2.96,0.73,0.72,4589
101011575,560.01,VPC+,2.522,6.39806,6.922,2.89,0.75,0.63,4524
403347341,3992.01,VPC+,15.376,6.397951,317,87.32,1.4,1.55,6643
317134140,2514.01,PC,2.094,6.395138,5.043,1.76,0.98,0.98,5563
232971294,1281.01,PC,2.635,6.39078,7.453,2.29,1.19,1.32,6136
324116813,3462.01,PC,7.738,6.390308,46.536,16.47,0.96,1.03,5474
142748283,2096.02,VPC,2.077,6.387611,4.975,4.73,0.22,0.25,3325
387690507,530.01,VPC+,8.531,6.387568,54.934,28.52,0.54,0.54,3669
34077285,880.01,VPC,5.026,6.387252,22.348,8.86,0.81,0.82,4935
267861788,3609.01,PC,9.689,6.385784,68.211,23.98,0.97,1.17,5519
233182695,2070.01,CPC,2.176,6.384144,5.386,1.79,1.06,1.16,5801
160440924,1814.01,PC,4.743,6.36578,20.253,7.97,0.82,2.39,4902
306955329,1472.01,VPC+,4.308,6.364103,17.193,6.57,0.86,0.86,5044
443341002,3077.01,PC,13.783,6.360275,124.172,28.95,1.8,2.07,7689
140019355,2885.01,PC,15.347,6.335065,317,60.25,2.45,2.28,9608
309913305,3090.01,PC,9.618,6.327396,67.362,23.28,NaN,NaN,NaN
470169396,4024.01,PC,13.182,6.325976,115.11,38.51,1.05,1.9,5842
260537454,2617.01,PC,16.447,6.318741,317,117.52,0.9,0.98,5257
294471966,1446.01,CPC?,2.224,6.31719,5.59,2.11,0.88,0.83,5107
322901324,3256.01,PC,6.319,6.309611,32.977,11.04,1.05,0.96,5829
330014070,3200.01,PC,9.051,6.30761,60.753,21.02,NaN,NaN,NaN
10827386,2876.01,PC,9.395,6.299631,64.72,24.66,0.87,0.92,5137
144401492,1803.02,VPC?,3.132,6.294392,10.003,4.04,0.79,0.69,4744
235905185,1829.01,VPC+,16.201,6.289555,317,111.21,0.98,1.02,5354
285526706,2817.01,PC,9.982,6.280439,71.75,23.76,1.07,0.98,5900
159244568,2078.01,PC,2.539,6.277248,6.998,2.61,0.9,0.8,5207
261136679,144.01,P,2.016,6.267816,4.729,1.54,1.1,1.15,5925
277890574,2192.01,VPC,11.715,6.263464,94.198,34.53,0.92,1.13,5229
142276270,1136.02,CPC,3.002,6.256742,9.307,3.17,1.03,0.98,5767
408416746,4324.01,PC,1.312,6.250999,2.278,1.49,0.39,0.4,3479
271439193,3963.01,PC,8.519,6.23338,54.801,17.76,1.11,1.55,6016
318022259,1730.01,VPC,2.299,6.222236,5.913,3.14,0.53,0.53,3784
9828416,2114.01,VPC?,13.852,6.21075,125.23,36.94,1.28,2.1,6301
46999289,3398.01,PC,7.179,6.210667,40.973,17.4,0.74,0.66,4656
348835438,2669.01,PC,10.139,6.203444,73.677,29.99,0.79,3.98,4859
260647166,1233.03,VP,2.462,6.202987,6.641,2.28,1.02,0.86,5745
164767175,266.02,STPC,1.739,6.19132,3.679,1.25,1.04,0.92,5649
61117473,3122.01,PC,13.764,6.182444,123.889,35.68,1.33,1.29,6504
277833423,3426.01,PC,18.348,6.178699,317,107.53,1.04,1.4,5806
43475220,2703.01,PC,11.323,6.173531,88.893,32.05,0.95,0.96,5435
9100874,307.01,VPC+,24.08,6.16679,317,108.29,1.03,1.28,5645
164150537,2375.01,VPC+,19.351,6.16096,317,109.75,1.01,1.19,5467
129991079,1602.01,PC,3.897,6.15952,14.504,4.53,1.18,1.09,6053
228507250,309.01,VPC+,11.867,6.15736,96.282,35.64,0.91,0.96,5308
269238073,1520.01,PC,3.903,6.15501,14.538,4.57,1.17,1.5,5954
152326573,3405.01,PC,18.453,6.145888,317,80.18,1.62,1.6,7231
96736412,2761.01,PC,17.687,6.12148,317,94.92,1.26,1.24,6356
119700084,1413.01,PC,3.719,6.116688,13.39,4.86,0.95,0.89,5319
230075227,2077.01,CPC,1.656,6.115577,3.385,1.26,0.91,0.85,5284
256783784,1432.01,PC,2.187,6.11219,5.432,1.91,0.99,0.91,5587
459755750,3783.01,PC,14.188,6.107899,130.436,40.62,1.19,1.48,6204
294594423,3539.01,PC,13.147,6.099399,114.59,35.11,1.22,1.11,6255
155351556,3716.01,PC,45.521,6.098586,317,58.68,2.6,2.44,10126
356867115,1301.01,PC,2.485,6.096347,6.751,2.81,0.77,0.73,4781
153978165,3875.01,PC,13.321,6.083576,117.177,41.58,0.98,1.22,5579
441738827,2084.01,VPC+,2.561,6.078304,7.104,4.15,0.46,0.47,3727
71347873,2293.01,PC,2.06,6.068947,4.908,2.74,0.5,0.5,3762
13023378,344.01,VPC+?,9.432,6.066853,65.164,20.57,1.17,1.08,6065
278821913,4288.01,PC,7.948,6.059702,48.703,19.18,0.84,0.82,5036
283829553,2301.01,PC,2.581,6.054114,7.2,2.26,1.18,1.61,6159
266980320,118.01,P,4.647,6.03446,19.556,7.01,0.97,1.05,5527
456844391,2601.01,PC,18.901,6.021033,317,75.37,1.8,1.93,7668
415143674,4228.01,PC,15.736,6.015414,317,105.8,1.08,1.59,5932
306337838,2397.01,PC,7.59,6.00327,45.037,16.17,0.97,1.06,5211
53365065,4262.01,PC,11.272,5.997789,88.222,25.04,1.38,1.29,6613
201793781,248.01,PC,2.378,5.991112,6.262,2.18,1.02,1.12,5849
232635922,1745.01,PC,3.664,5.985115,13.057,8.21,0.42,0.42,3850
258920431,2567.01,VPC,9.489,5.984074,65.827,23.33,0.99,1.72,5609
178155732,396.01,VP,2.201,5.978009,5.489,1.68,1.24,1.28,6315
240968774,1467.01,PC,1.827,5.973384,4,2.27,0.49,0.49,3916
75076261,3342.01,PC,12.225,5.971243,101.266,34.98,1.03,1.09,5748
285354178,3679.01,PC,12.839,5.965539,110.074,40.43,0.94,0.89,5418
34646336,3675.01,PC,16.501,5.959729,317,120.73,0.89,1.12,5219
45296362,3019.01,PC,12.847,5.959486,110.186,36.68,1.09,1,5950
456560485,3296.01,PC,11.921,5.94937,97.027,34.46,0.99,1.15,5590
268496304,2825.01,PC,11.602,5.949262,92.656,30.31,1.12,1.36,6041
19025965,493.01,VPC+?,4.831,5.944494,20.892,9.85,0.65,0.81,4224
302003748,3050.01,PC,14.153,5.939777,129.896,46.47,0.98,1.55,5568
394338713,3439.01,PC,18.678,5.934054,317,118.26,0.92,1.13,5320
237920046,873.01,VPC?,1.655,5.931216,3.383,1.85,0.52,0.52,3786
80567842,2491.01,PC,20.407,5.92777,317,69.15,2.06,1.56,8343
198187049,2069.01,PC,1.068,5.921258,1.23,0.47,0.9,0.82,5268
149349867,2392.01,PC,3.761,5.912644,13.653,4.25,1.21,1.76,6223
280645209,4205.01,PC,11.482,5.905657,91.031,35.87,0.85,0.97,5076
232025086,874.01,PC,2.292,5.904919,5.88,1.78,1.26,1.42,6282
367630162,2104.02,PC,1.545,5.904441,3.008,1.23,0.8,0.72,4907
230127302,1246.03,PC,2.773,5.904144,8.133,3.16,0.87,0.88,5098
393633044,4029.01,PC,6.593,5.884856,35.45,12.4,1.02,1.18,5712
288631580,1659.01,PC,2.059,5.877578,4.903,1.63,1.1,1.01,5929
280655495,3364.01,PC,12.155,5.876888,100.289,34.61,1.04,1.45,5805
373612558,3801.01,PC,12.972,5.868306,112.01,40.23,0.98,1.04,5566
11521555,2401.01,VPC,19.067,5.868214,317,97.83,1.23,3.1,6142
271893367,150.01,P,13.63,5.857185,121.835,40.54,1.1,1.68,5726
350618622,201.02,CPC,1.221,5.849254,1.986,0.59,1.31,1.33,6240
268532343,2420.01,VPC,11.808,5.84259,95.468,33.44,1.02,2.2,5607
175532955,929.01,PC,2.695,5.830149,7.748,3.49,0.7,0.72,4435
77958378,2699.01,PC,14.026,5.825993,127.926,51.87,0.82,1.2,4964
468880077,438.01,LEPC,2.615,5.8076,7.361,2.83,0.89,0.8,5163
389900760,2120.01,VPC+,2.582,5.79981,7.201,7.24,0.21,0.24,3196
425561347,2215.01,PC,2.68,5.781385,7.671,3.25,0.77,0.73,4792
312508092,3214.01,PC,14.237,5.77295,131.208,43.87,1.1,1.31,5992
369336146,356.01,PC,10.462,5.76946,77.717,28.46,0.96,1.6,5458
304426002,3048.01,VPC,165.896,5.768164,317,26.03,NaN,NaN,NaN
14709225,2870.01,PC,10.096,5.765569,73.152,26.28,0.99,1.06,5594
384386061,4281.01,PC,9.569,5.761214,66.773,23.81,NaN,NaN,NaN
396896334,2711.01,PC,14.085,5.760487,128.832,46.88,0.97,1.12,5530
177079323,2353.01,PC,5.78,5.75187,28.339,8.32,1.34,1.98,6431
441159680,2367.01,VPC,14.429,5.74984,317,104.83,1.12,1.08,5935
233087860,1184.01,VPC?,2.393,5.748418,6.331,2.84,0.71,0.69,4534
422881018,3623.01,PC,10.758,5.746242,81.489,27.97,1.06,1.19,5867
192878624,3641.01,PC,15.298,5.737686,317,94.19,1.32,1.46,6469
12036590,2598.01,PC,20.983,5.73436,317,145.01,0.69,0.86,4405
320208949,3867.01,PC,11.578,5.730962,92.323,33.42,0.98,1.07,5552
156075294,299.01,VPC,8.851,5.72162,58.486,21.19,0.98,1.19,5502
365447203,3639.01,PC,14.101,5.721005,129.091,44.38,1.06,1.13,5856
158617175,3910.01,PC,12.434,5.715848,104.236,40.27,0.89,0.82,5224
470127886,2031.01,VPC+,13.892,5.71547,125.858,35.78,1.41,1.18,6258
233576159,4105.01,PC,10.525,5.715217,78.506,27.17,1.05,2.25,5845
252616865,1482.01,VPC,15.64,5.71204,317,89.28,1.43,1.79,6466
169765334,329.01,PC,5.121,5.70426,23.069,8.37,0.98,1.61,5589
336399144,3946.01,VPC,15.256,5.703341,317,107.7,1.08,1.24,5933
142618165,3853.01,PC,4.956,5.692095,21.82,7.81,1,1.12,5648
328814605,4086.01,PC,12.011,5.691941,98.272,34.27,1.04,1.67,5783
435861696,3621.01,PC,14.312,5.690281,317,118.22,0.94,0.95,5394
