TIC,TOI,SG1Disposition,Rplanet,Period,CK2016_Mass,PredictedK,Mstar_TIC8,Rstar_TIC8,Teff_TIC8
316236118,3212.01,PC,12.789,4.194612,109.341,54.45,0.71,0.76,4515
359388309,4172.01,PC,2.46,4.191787,6.634,2.98,0.83,0.79,4996
419029830,2860.01,PC,30.722,4.18496,317,93.74,1.55,1.71,7038
292477426,3327.01,PC,13.052,4.180503,113.195,40.45,1.17,1.96,6151
299798795,1224.01,VPC+?,2.231,4.17829,5.617,4.13,0.4,0.4,3470
426319499,3772.01,PC,7.845,4.165943,47.635,20.91,0.86,0.87,5119
24695044,2195.01,VPC,9.063,4.164341,60.886,25.76,0.91,0.93,5227
274075364,3547.01,PC,15.81,4.164096,317,138.13,0.87,1.34,5145
167714124,2721.01,PC,11.918,4.162733,96.981,39.22,0.97,1.04,5536
468396217,4133.01,PC,12.669,4.15714,107.599,38.3,1.18,1.31,6178
235333495,2599.01,PC,11.2,4.155436,87.256,29.74,1.26,3.53,6352
92359852,2690.01,VPC-,12.054,4.154999,98.874,39.31,1,0.94,5640
274974693,4095.01,VPC,9.693,4.153826,68.258,26.79,1.02,1.09,5737
307956397,1832.01,VPC-,7.448,4.150941,43.613,21.2,0.74,0.78,4608
229400092,1826.01,P,13.023,4.141987,112.765,45.24,0.99,1.16,5532
364427226,3087.01,PC,15.629,4.141215,317,100,1.42,1.57,6689
271596225,797.02,VPC,1.297,4.140003,2.235,1.47,0.47,0.47,3707
406236094,3271.01,VPC-,14.486,4.139447,317,126.99,0.99,2.22,5617
467265105,3923.01,PC,18.355,4.137749,317,96.13,1.5,1.66,6906
207141131,179.01,VPC,2.676,4.137438,7.653,3.4,0.85,0.8,5081
323966987,3046.01,PC,18.153,4.134648,317,108.76,1.25,1.35,6320
410314178,3269.01,PC,7.64,4.132039,45.54,17.88,1.02,1.11,5727
463508231,2956.01,PC,10.925,4.128199,83.653,32.27,1.05,0.9,5820
172754786,3561.01,PC,20.358,4.127669,317,83.81,1.85,1.44,7795
267263253,135.01,P,16.952,4.12691,317,98.13,1.46,1.59,6614
144310492,3877.01,PC,12.066,4.122548,99.034,39.22,1.01,1.55,5662
470987100,1732.01,PC,2.539,4.121356,7.001,3.86,0.61,0.63,3943
453410966,3789.01,PC,9.818,4.120331,69.76,28.58,0.96,0.9,5498
230840853,3556.01,PC,18.583,4.118445,317,107.76,1.27,1.5,6374
38460940,805.01,VPC,1.221,4.117763,1.985,1.97,0.26,0.28,3434
299799658,1062.01,VPC,2.084,4.115013,5.004,2.16,0.89,0.89,5232
284528889,3999.01,PC,9.641,4.112385,67.639,26.99,1,2.14,5659
252474634,3841.01,PC,17.536,4.111499,317,113.87,1.17,1.64,6145
431971818,2542.01,PC,45.866,4.107698,317,76.28,2.14,2.2,8565
420049884,462.01,VPC,4.694,4.107501,19.894,7.3,1.14,1.3,5101
320994166,3207.01,PC,14.405,4.099647,317,126.55,NaN,NaN,NaN
155993822,2687.01,PC,12.823,4.094449,109.84,43.89,1,1.6,5650
381544766,3657.01,PC,12.993,4.09035,112.32,38.9,1.24,1.1,6305
448775221,3133.01,PC,12.838,4.089975,110.059,39.85,1.16,1.95,6130
307366709,2899.01,PC,16.436,4.087431,317,121.09,1.07,1.83,5881
193482096,3564.01,PC,19.644,4.087295,317,92.62,1.6,1.55,7162
186614891,3642.01,PC,14.117,4.0844,129.332,53.51,0.95,0.96,5458
97486178,2426.01,CPC,2.394,4.08165,6.332,2.5,1.02,1.02,5652
394561119,1107.01,VPC+,14.51,4.07833,317,104.84,1.33,1.75,6171
311565540,3316.01,PC,10.225,4.067465,74.744,29.16,1.04,0.98,5789
254113311,1130.02,VP,3.781,4.06719,13.773,7.28,0.66,0.74,4236
279947414,4145.01,PC,12.739,4.066453,108.611,45.2,0.94,0.86,5421
255756918,2788.01,PC,8.29,4.064655,52.32,20.96,1,0.93,5647
149833117,1717.01,VPC,13.928,4.052173,126.406,41.13,1.37,1.36,6512
70899085,442.01,P,4.65,4.052037,19.582,11.11,0.59,0.61,3869
191202679,3601.01,PC,11.216,4.051716,87.477,30.55,1.23,1.45,6284
420177051,2562.01,VPC+,13.748,4.048376,123.647,45.71,1.13,1.24,6054
251855940,370.01,VPC+,18.267,4.046292,317,123.82,1.04,1.05,5741
326662822,3204.01,PC,29.244,4.043502,317,75.1,2.2,2.24,8776
157213708,3101.01,PC,14.036,4.041649,128.083,48.82,1.08,1.79,5933
100990000,411.02,CPC,1.547,4.040413,3.016,1.09,1.17,1.12,6161
224271611,347.01,VPC?,12.13,4.04003,99.94,39.84,1.01,1.48,5965
151483286,2818.01,VPC,14.242,4.039719,131.287,42.93,1.36,1.14,6553
155898758,3913.01,PC,7.919,4.038425,48.402,25.79,0.65,0.83,4180
406861922,3473.01,VPC,17.35,4.036755,317,102.64,1.38,1.56,6599
39724477,2729.01,PC,12.59,4.035017,106.468,46.03,0.9,0.75,5240
445903569,1994.01,VPC+,13.053,4.033772,113.206,29.84,1.88,2.22,7345
465176038,3154.01,PC,13.119,4.032648,114.179,32.07,1.71,1.73,7458
36718161,2994.01,PC,9.444,4.027353,65.296,26.23,NaN,NaN,NaN
444394183,2962.01,PC,11.417,4.020387,90.158,22.03,2.11,1.71,8497
39414571,2364.01,VPC,9.547,4.019756,66.517,28.95,0.89,0.94,5146
269249506,4250.01,PC,13.958,4.018592,126.872,37.29,1.6,1.77,7156
330332501,1328.01,PC,6.471,4.01677,34.337,11.19,1.37,2.07,6232
262471759,2191.01,VPC+,15.349,4.011539,317,121.85,1.07,1.14,5689
444413256,3989.01,PC,45.448,4.01042,317,39.22,NaN,NaN,12373
267650535,3597.01,PC,12.146,4.009391,100.158,45.59,0.83,0.8,5007
398725538,3033.01,PC,20.557,3.998238,317,130.22,0.97,0.88,5509
78441371,2763.01,PC,8.028,3.998015,49.543,19.95,NaN,NaN,NaN
160347548,2798.01,PC,18.971,3.994474,317,121.27,1.08,1.61,5931
283474780,1490.01,PC,11.985,3.9943,97.909,13.29,NaN,5.11,4838
439456714,277.01,VPC+,4.256,3.993442,16.842,10.49,0.52,0.52,3761
460686828,3031.01,PC,21.939,3.993249,317,125.99,1.02,0.94,5709
11936042,2807.01,PC,2.442,3.991924,6.55,2.64,1,1.14,5645
198077394,322.01,VPC,16.644,3.990218,317,99.03,1.46,2.76,5836
22221375,652.01,P,2.035,3.984658,4.805,1.83,1.09,1.03,5923
193782529,3333.01,PC,35.592,3.982348,317,119.2,1.11,1.82,6003
238012337,3410.01,PC,10.622,3.979102,79.749,24.55,1.5,1.54,6892
425997655,174.04,CPC,0.794,3.976643,0.426,0.2,0.78,0.69,4696
440872576,3160.01,PC,14.725,3.971476,317,113.9,1.19,1.62,6200
167403519,1320.01,VPC+?,13.895,3.97122,125.904,39.17,1.48,1.63,6335
321086563,2565.01,PC,11.941,3.968215,97.3,38.03,1.05,1.9,5840
112026224,1189.01,VPC,10.775,3.96765,81.713,19.67,NaN,NaN,5065
161032923,1080.01,VPC+,1.433,3.965347,2.646,3.5,0.17,0.2,3251
48661942,3139.01,PC,9.289,3.961895,63.486,21.65,1.29,1.43,6412
399346877,4003.01,VPC,10.626,3.960696,79.791,25.76,1.4,1.4,6647
158697949,4204.01,PC,7.837,3.959252,47.556,14.26,1.56,1.39,7068
157655504,2859.01,PC,20.211,3.95899,317,104.32,1.36,1.73,6551
406634633,4028.01,PC,15.318,3.958948,317,120.89,1.09,1.22,5963
454361389,3465.01,PC,10.486,3.957759,78.013,23.3,1.57,1.73,7095
67517533,3660.01,PC,15.359,3.949138,317,109.28,1.27,1.44,6373
100589633,2726.01,PC,18.784,3.947151,317,109.87,1.26,1.37,6351
3027681,3723.01,PC,15.107,3.946057,317,105.47,1.34,1.22,6518
124573851,669.01,VPC?,2.693,3.945129,7.735,3.14,1,0.99,5587
219854185,1296.01,VPC+,14.411,3.944338,317,131.45,0.96,1.75,5433
359426909,3454.01,PC,12.31,3.942164,102.47,38.68,1.11,1.3,6011
453464017,1993.01,VPC+,20.706,3.941698,317,98.75,1.48,1.48,6220
312083267,1327.01,PC,15.808,3.93958,317,76.18,2.19,4.12,8072
455784423,3629.01,PC,8.184,3.938173,51.186,29.12,0.6,0.61,3689
451538240,3297.01,VPC,14.37,3.934791,317,114.26,1.19,1.61,6200
198385543,1846.01,VPC,1.752,3.930702,3.724,2.76,0.4,0.41,3614
95129101,1704.01,PC,11.623,3.93064,92.933,30.22,1.39,1.34,6549
413248763,562.01,P,1.298,3.930605,2.237,1.84,0.35,0.36,3590
458342769,2638.01,PC,5.059,3.929972,22.601,9.16,NaN,NaN,NaN
177115354,1226.01,VPC,2.246,3.928789,5.681,2.29,1.01,0.99,5518
158297421,1073.01,P,12.937,3.922547,111.499,57.87,0.69,0.7,4364
76663549,2916.01,VPC?,13.043,3.921666,113.063,36.28,1.42,0.96,6706
270649648,3431.01,PC,19.012,3.919695,317,107.86,1.3,1.73,6438
47617161,1973.01,VPC+,8.933,3.91899,59.414,23.67,1.03,1.12,5444
219015370,1294.01,VPC+,9.312,3.915,63.757,25.52,1.02,1.58,5630
31697707,3290.01,PC,10.658,3.910946,80.208,32.54,1,1.54,5642
389371332,4346.01,PC,1.572,3.907712,3.099,1.73,0.62,0.64,3917
79431527,2762.01,PC,13.867,3.907235,125.471,44.36,1.23,1.13,6294
332579116,4197.01,VPC,12.671,3.90175,107.629,53.41,0.74,0.71,4665
454248975,3023.01,VPC,16.041,3.901455,317,131.29,0.97,1.69,5512
168384845,2985.01,PC,12.136,3.899678,100.012,34.45,1.28,2.01,6382
86075481,3744.01,PC,14.961,3.897575,317,112.73,1.22,2.74,6257
189852832,3805.01,PC,12.156,3.896045,100.301,43.39,0.91,1.02,5295
1101855081,3922.01,PC,11.973,3.895976,97.743,42.59,0.9,0.8,5247
154126149,3873.01,PC,14.804,3.895142,317,118.66,1.13,1.48,6071
260962960,3703.01,PC,21.018,3.888089,317,105.46,1.35,2.24,6530
43868600,2476.01,PC,14.021,3.886599,127.836,16.35,NULL,5.67,4732
239134248,3812.01,PC,13.132,3.884283,114.373,48.67,0.93,0.89,5382
219489550,4064.01,PC,9.679,3.883692,68.085,27.69,1,1.69,5622
71345362,2691.01,PC,5.548,3.882192,26.438,11.48,0.91,0.95,5283
274367763,3474.01,VPC,13.822,3.878932,124.767,46.78,1.13,1.26,6048
147092818,3102.01,PC,9.088,3.876919,61.173,20.71,1.32,1.46,6472
234489976,2308.01,VPC,14.082,3.868564,128.795,44.72,1.27,1.33,6292
72985822,754.01,VPC,13.793,3.864275,124.33,46.41,1.14,1.23,5874
92783821,1336.01,PC,11.042,3.86283,85.178,24.46,1.69,2.45,6997
427730490,2040.01,VPC,11.143,3.86085,86.512,39.78,0.83,0.92,4965
241514551,3240.01,PC,10.304,3.859555,75.729,34.12,0.86,0.77,5096
323295908,2679.01,PC,11.842,3.853903,95.934,38.1,1.04,0.93,5805
252049912,3969.01,PC,17.058,3.852353,317,111.12,1.25,1.4,6337
437893926,2771.01,PC,13.53,3.845447,120.325,38.5,1.44,2.02,6733
275421144,3959.01,PC,12.317,3.842547,102.57,31.26,1.55,1.66,7032
290302491,3280.01,PC,10.474,3.834899,77.866,30.59,1.06,1.56,5849
439512298,2964.01,PC,12.606,3.833653,106.692,26.74,2.08,1.24,8408
234330672,2217.01,VPC,11.823,3.829735,95.678,36.68,1.1,1.31,5943
457268255,3069.01,PC,8.21,3.827544,51.464,16.97,1.38,1.18,6610
39200363,2133.01,PPC,2.9,3.827183,8.773,4.78,0.65,0.72,4175
363083571,3449.01,PC,15.71,3.825546,317,111.02,1.26,1.69,6341
428787891,2154.01,VPC+,16.07,3.82407,317,114.07,1.21,1.39,6134
162289289,3593.01,PC,11.713,3.822467,94.168,40.61,0.92,0.99,5342
115453244,2576.01,PC,13.348,3.822042,117.59,43.17,1.18,1.21,6166
440887364,836.02,VPC,1.695,3.816726,3.522,1.9,0.66,0.69,4250
58461209,3118.01,PC,10.366,3.809832,76.51,32.63,0.94,1.78,5406
437215469,3400.01,PC,22.092,3.80362,317,108.39,1.31,1.61,6464
417646390,4137.01,PC,13.418,3.801644,118.631,42.79,1.21,1.47,6244
278415929,2245.01,PC,4.17,3.7981,16.272,6.33,1.08,1.51,5082
441739871,1763.01,VPC+,1.975,3.797874,4.567,3.09,0.47,0.47,3623
234523599,127.01,P,10.058,3.795511,72.677,51.35,0.44,0.45,3483
260647166,1233.04,VP,1.603,3.795304,3.204,1.3,1.02,0.86,5745
224245334,333.01,PC,3.975,3.79069,14.998,5.54,1.17,1.13,6085
423672208,2662.01,PC,13.014,3.790687,112.626,46.8,0.98,1.02,5542
221785300,3489.01,PC,13.742,3.783221,123.552,54.37,0.9,1.23,5266
2758565,287.01,VPC,20.415,3.781812,317,126.65,1.04,1.17,5728
220475245,934.01,VPC+,12.219,3.78175,101.181,48.57,0.79,0.87,4820
36574157,2775.01,PC,17.862,3.780475,317,143.86,0.86,0.81,5112
146172354,1036.01,VPC,6.087,3.779536,30.945,12.45,1.03,1.18,5646
361176558,3144.01,PC,13.572,3.772023,120.963,39.88,1.39,1.33,6623
396740648,1694.01,VPC+,5.48,3.77013,25.887,11.9,0.85,0.82,5004
420680343,4136.01,PC,6.173,3.762884,31.697,11.17,1.26,1.5,6357
394657039,159.01,VPC+,17.382,3.762839,317,98.09,1.53,1.59,6349
146523262,2465.01,PC,3.156,3.759205,10.134,3.23,1.47,1.02,6808
281987399,2786.01,PC,16.04,3.757622,317,131.15,0.99,1.89,5605
428892437,4080.01,VPC,13.609,3.750721,121.522,52.1,0.94,0.97,5389
112316665,2577.01,PC,13.277,3.749441,116.52,31.36,1.89,1.89,7899
131730580,3367.01,PC,3.73,3.749323,13.46,5.54,NaN,NaN,NaN
237406657,2791.01,PC,13.988,3.748276,127.327,43.99,1.3,2.02,6425
86021841,3339.01,VPC,12.912,3.746753,111.127,45.73,NaN,NaN,NaN
451566438,3266.01,VPC-,9.753,3.746279,68.977,27.93,1.02,1.12,5737
206352378,318.01,VPC+,11.892,3.746243,96.631,48.17,0.75,0.78,4675
362223355,4171.01,PC,4.294,3.744117,17.1,7.75,0.87,0.81,5133
144301052,301.01,PC,7.201,3.74405,41.184,15.63,1.13,1.7,5988
261867566,905.01,P,14.249,3.739489,131.397,56.79,0.93,1,5309
263179590,2498.01,VPC-?,4.789,3.737882,20.584,8.04,1.08,1.29,5938
449197831,2458.01,CPC,2.38,3.736969,6.27,2.36,1.14,1.33,6092
260797169,2188.01,VPC+,14.276,3.735765,317,127.16,1.04,1.37,5797
118308828,4265.01,PC,8.611,3.7354,55.813,21.98,1.07,1.53,5895
370981403,3637.01,PC,25.208,3.732881,317,89.15,1.77,1.91,7612
334482103,2564.01,VPC,10.804,3.725707,82.083,33.62,1.01,1.14,5698
461591646,2155.01,VPC,10.895,3.72466,83.258,30.92,1.17,1.74,5963
4605846,3813.01,PC,12.734,3.718359,108.539,39.22,1.22,1.24,6268
468148930,1086.01,VPC,14.746,3.717874,317,127.37,1.04,2.08,5322
34266522,2733.01,PC,15.968,3.717053,317,120.53,1.13,1.9,6065
376524552,1811.01,VPC+,11.905,3.712964,96.804,48.15,0.76,0.81,4698
394698182,170.01,VPC+,13.813,3.711524,124.638,48.29,1.1,1.22,5725
319932686,2883.01,PC,11.562,3.706405,92.111,30.47,1.4,1.54,6639
448098793,3135.01,VPC,12.807,3.706397,109.608,45.27,1,1.03,5632
192259856,2906.01,PC,13.447,3.706279,119.073,40.46,1.34,1.09,6524
352469839,3598.01,PC,18.061,3.703594,317,114.05,1.23,1.5,6282
265242905,3588.01,PC,13.224,3.702888,115.733,37.85,1.42,2.2,6688
283015592,4000.01,VPC,20.345,3.702766,317,90.87,1.73,1.9,7493
220479565,269.01,VPC,2.917,3.697724,8.862,6.87,0.39,0.4,3649
104208182,1738.01,VPC,3.586,3.697386,12.591,7,0.64,0.67,3977
77156829,696.02,VPC,1.043,3.69426,1.129,1,0.32,0.34,3666
167303382,802.01,PC,0.708,3.693868,0.283,0.13,0.89,0.75,5292
458876004,3677.01,VPC,14.171,3.692307,130.182,32.79,2.1,1.1,8469
307210830,175.01,P,1.479,3.690066,2.794,2.62,0.29,0.31,3518
44792534,954.01,P,9.069,3.68497,60.951,24.73,1.03,1.93,5637
137157546,4148.01,PC,3.745,3.684145,13.554,6.45,0.81,0.79,4939
452464529,3025.01,PC,11.263,3.679617,88.101,35.31,1.05,1.42,5823
162577466,4067.01,PC,12.527,3.676265,105.554,42.59,1.04,1.12,5801
138497780,3808.01,PC,13.893,3.675091,125.867,45.17,1.24,1.49,6305
99869022,1199.01,VPC+,10.408,3.67166,77.039,32.14,0.99,1.54,5573
407694390,3574.01,VPC-,11.195,3.669169,87.196,36.14,NaN,NaN,NaN
26051436,3401.01,PC,13.245,3.668953,116.048,48.09,1,1.06,5642
470709084,1515.01,PC,7.71,3.66328,46.257,16.36,1.27,2.32,4991
30947715,2356.01,PC,3.536,3.66275,12.291,4.59,1.17,1.22,6057
272758199,1845.01,VPC+,13.741,3.66096,123.538,54.96,0.9,0.94,5202
257060897,4138.01,PC,17.613,3.660017,317,122.6,1.11,1.89,6019
39573090,4142.01,PC,13.453,3.657923,119.171,47.55,1.06,1.86,5875
355796887,2889.01,VPC,30.621,3.65792,317,104.14,1.42,1.57,6693
165985431,3842.01,VPC,13.584,3.656621,121.151,63.75,0.7,0.91,4489
363749415,3447.01,PC,10.644,3.655481,80.03,31.16,1.1,1.51,5994
329373799,3605.01,PC,17.142,3.655294,317,113.32,1.25,1.56,6321
306648160,3321.01,PC,14.684,3.652531,317,124.94,1.08,1.47,5930
467783290,3753.01,PC,19.449,3.651246,317,105.62,1.39,1.95,6630
38399060,2692.01,PC,12.195,3.650678,100.842,44.25,0.92,0.84,5343
290504044,3464.01,PC,12.31,3.649619,102.47,36.47,1.26,1.59,6353
31268146,1948.01,PC,1.818,3.647361,3.967,1.54,1.11,1.48,6069
345143460,1533.01,PC,2.807,3.6462,8.301,3.86,0.84,0.88,5000
368435330,1797.01,PC,3.214,3.645428,10.448,4.12,1.08,1.05,5922
126125073,3450.01,PC,6.6,3.637516,35.516,15.07,0.97,0.89,5535
32677675,2704.01,PC,16.371,3.636499,317,107.31,1.36,1.23,6552
252876117,3809.01,PC,13.605,3.63463,121.47,56.72,0.84,0.85,5058
232052748,2795.01,PC,11.447,3.633725,90.564,39.81,0.92,0.88,5325
151825527,672.01,VPC+,5.092,3.633574,22.852,14.33,0.54,0.54,3753
198616607,4116.01,VPC,13.308,3.631188,116.984,42.79,1.21,1.63,5980
3364732,3771.01,PC,14.962,3.62753,317,103.87,1.43,1.4,6717
144125079,2661.01,PC,12.192,3.625758,100.807,42.22,0.99,1.17,5606
154616309,3397.01,PC,6.79,3.625024,37.269,21.55,0.61,0.63,3811
287231664,3840.01,PC,9.965,3.617334,71.54,29.02,1.04,1.28,5788
387330895,4033.01,PC,12.216,3.614348,101.142,42.13,NaN,NaN,NaN
363632843,3186.01,PC,19.207,3.613194,317,91.26,1.74,1.64,7520
308612785,2898.01,PC,13.474,3.612834,119.48,36.23,1.61,1.71,7186
366248595,3184.01,PC,11.014,3.609086,84.813,32.58,1.13,1.68,6071
312548829,3980.01,PC,11.479,3.608899,90.988,36.54,1.06,1.63,5854
427866520,4027.01,PC,2.687,3.607429,7.706,3.24,0.99,0.91,5593
220139435,2597.01,PC,9.192,3.603926,62.369,19.25,1.57,3.05,7080
400093775,4141.01,PC,14.54,3.602314,317,113.87,1.25,1.45,6338
287145649,2981.01,PC,12.053,3.601486,98.861,38,1.13,1.03,6055
234489133,2572.01,VPC,11.803,3.598585,95.4,34.48,1.24,1.45,6303
323002911,3211.01,PC,11.625,3.594861,92.97,35.14,1.16,1.36,6131
268125229,2903.01,PC,5.063,3.594764,22.627,9.51,0.99,0.93,5594
289931756,2980.01,PC,18.755,3.591372,317,130.52,1.02,1.09,5736
219485050,4065.01,PC,10.073,3.591062,72.862,30.41,1,1.18,5657
277505161,3607.01,PC,8.852,3.589131,58.497,24.42,NaN,NaN,NaN
284418751,2588.01,VPC,10.013,3.587158,72.135,23.3,1.47,1.75,6818
243297296,4100.01,PC,7.43,3.586017,43.435,16.73,1.13,1.25,6058
178155732,396.02,VP,1.778,3.58529,3.818,1.38,1.24,1.28,6315
37862966,2581.01,PC,12.412,3.583851,103.916,44.91,0.95,1.08,5450
95057860,4201.01,PC,12.125,3.580973,99.864,58.68,0.6,0.61,3790
50120414,1588.01,PC,18.259,3.5804,317,40.31,NULL,5.96,7038
271891552,2225.01,VPC,9.863,3.575632,70.298,25.47,1.24,1.38,5546
159989004,2686.01,PC,11.715,3.574606,94.191,34.49,1.22,1.37,6257
386456916,3415.01,PC,18.443,3.571445,317,125.11,1.09,2.56,5942
237914496,702.01,VPC,2.056,3.568173,4.891,2.81,0.62,0.58,3980
378355116,2054.01,PC,6.24,3.56771,32.283,8.57,1.98,2.08,NaN
354151219,3663.01,PC,9.661,3.563903,67.872,21.49,1.52,2.41,6941
363661031,3185.01,PC,13.134,3.560753,114.395,37.38,1.45,1.93,6762
387342052,2844.01,PC,8.202,3.552413,51.384,16.14,1.54,1.82,6989
178162579,2842.01,PC,11.842,3.551402,95.94,37.4,1.11,1.26,6019
441155146,2560.01,PC,13.842,3.55112,125.078,55.4,0.92,0.98,5321
360816296,3145.01,PC,16.391,3.550585,317,156.65,0.78,1.34,4803
468329664,3978.01,VPC,16.266,3.547237,317,134.6,0.98,2.02,5548
272219353,3961.01,PC,285.074,3.543445,317,18.48,NaN,19.29,7965
143687316,3721.01,PC,9.753,3.542318,68.977,31.74,0.87,1.1,5151
287591638,3585.01,PC,4.431,3.541594,18.041,9.25,0.74,0.82,4652
9830791,3766.01,PC,7.777,3.541457,46.944,21.18,0.9,0.99,5244
372596795,3040.01,PC,13.247,3.536676,116.073,45.15,1.12,1.19,6026
232632239,4107.01,PC,3.442,3.532355,11.742,6.74,0.63,0.66,4003
394722182,2236.01,VPC+?,14.227,3.5316,131.059,48.99,1.19,1.62,5818
139444326,2802.01,PC,5.782,3.526661,28.362,11.53,1.05,1.58,5817
3840990,2942.01,PC,13.118,3.525719,114.164,40.25,1.3,1.85,6442
387193925,4280.01,VPC,13.83,3.518972,124.89,49.25,1.1,1.16,5972
339857675,686.01,PC,3.14,3.513777,10.046,3.42,1.37,1.59,6302
161003569,3909.01,PC,13.433,3.51153,118.87,51.37,0.96,1.35,5491
322063810,253.01,CPC-,1.335,3.510494,2.348,1.34,0.63,0.64,4037
186470510,3371.01,PC,10.079,3.50694,72.941,21.44,1.71,1.86,7462
201660996,3283.01,VPC+,14.18,3.502221,130.322,51.47,1.1,1.21,5983
280726137,4284.01,PC,13.257,3.500879,116.228,45.1,1.13,1.81,6054
417129824,3519.01,PC,13.122,3.500055,114.221,46.25,1.06,1.69,5870
144297844,2394.01,PC,3.035,3.49749,9.482,4.19,0.93,0.81,5233
231063955,2378.01,VPC,11.493,3.497278,91.18,44.19,0.81,0.81,4850
459837008,2267.01,PC,1.206,3.494959,1.9,2.24,0.21,0.24,3080
126325149,3855.01,PC,12.173,3.494788,100.542,55.3,0.67,0.9,4305
272672133,1765.01,VPC+,5.92,3.493918,29.521,13.5,0.88,0.9,5160
381789320,3304.01,PC,12.143,3.493872,100.124,39.58,1.1,1.42,5986
238932509,841.01,VPC+,12.394,3.493433,103.667,49.05,0.84,0.9,4904
156648452,3912.01,PC,14.602,3.493425,317,130.04,1.04,1.42,5779
238624131,3628.01,PC,11.68,3.493296,93.712,39.22,1.01,1.2,5699
285048486,1728.01,P,4.699,3.491567,19.936,11.62,0.61,0.63,3960
409594381,4214.01,PC,11.125,3.491383,86.275,35.32,1.04,1.59,5806
437156845,2855.01,PC,8.812,3.49064,58.043,22.55,1.13,1.18,6066
65981892,3618.01,PC,13.557,3.490388,120.728,46.62,1.14,1.2,6083
346081845,3940.01,PC,12.977,3.48937,112.087,61.44,0.67,0.71,4315
413372087,2976.01,PC,21.46,3.485031,317,126.14,1.09,1.18,5941
257067559,2568.01,PC,15.936,3.484327,317,96.48,1.63,1.57,7250
147125706,2757.01,VPC,20.886,3.481398,317,105.8,1.42,1.4,6704
156016136,371.01,VPC+,6.839,3.48139,37.73,16.58,0.94,0.91,5353
116848450,3652.01,PC,19.916,3.481381,317,102.92,1.48,2.97,6841
288735205,1259.01,VPC+,12.339,3.477972,102.88,52.53,0.75,0.77,4615
141363913,601.01,PC,11.923,3.47777,97.051,36.26,1.2,3.1,5524
91869778,2736.01,PC,11.476,3.47718,90.953,31.42,1.35,1.94,6539
178709444,762.01,VPC,8.001,3.47168,49.263,37,0.42,0.43,3339
161479081,2685.01,PC,11.226,3.471147,87.613,37.24,0.99,1.05,5593
401283491,3032.01,PC,12.416,3.46771,103.979,43.91,1,1.18,5645
151920165,4270.01,PC,11.647,3.467147,93.263,37.65,1.07,1.58,5886
241040309,1559.01,PC,9.191,3.46479,62.35,16.06,2.1,2.54,7798
422554579,3929.01,PC,20.066,3.460918,317,133.01,1.01,1.52,5695
327004130,3997.01,PC,12.498,3.459928,105.144,41.45,1.11,1.37,5997
35636165,2776.01,PC,17.133,3.459055,317,87.63,1.89,1.83,7911
104986789,2578.01,PC,13.686,3.457732,122.696,43.61,1.3,1.27,6428
300604770,2626.01,VPC,11.232,3.456264,87.682,47.47,0.69,0.75,4404
284122875,2592.01,PC,14.702,3.455938,317,94.82,1.68,2.53,7375
207981861,3442.01,PC,24.127,3.455808,317,113.11,1.29,1.43,6411
354517490,2678.01,PC,10.249,3.452396,75.043,31.95,0.99,0.94,5614
334394274,3950.01,PC,15.75,3.448813,317,125.81,1.1,1.27,5994
311441461,3739.01,PC,16.213,3.448399,317,122.86,1.14,1.68,6083
68523365,3259.01,PC,11.79,3.446443,95.218,40.29,1,0.9,5629
452281203,3502.01,PC,15.029,3.44629,317,88.37,1.87,1.54,7853
103633434,1235.01,P,1.727,3.444703,3.634,2.13,0.61,0.63,3962
260304800,738.01,VPC+,8.68,3.440592,56.574,25.51,0.91,0.94,5186
271806353,2209.01,VPC+,13.99,3.439381,127.366,53.57,1.01,1.21,4925
445751830,3757.01,PC,11.919,3.438962,97.003,56.64,0.62,0.64,3902
456574511,3295.01,VPC,13.274,3.437999,116.479,43.93,1.19,1.44,6193
432467894,3081.01,PC,18.075,3.437389,317,138.87,0.95,2.63,5438
331034236,1505.01,PC,4.561,3.42985,18.948,6.91,1.25,2.07,6183
168449943,2983.01,PC,16.985,3.428731,317,145.16,0.89,0.91,5231
273985865,1208.01,CPC?,2.021,3.423895,4.748,2.04,0.98,0.82,5338
145249556,4253.01,PC,23.212,3.419237,317,104.88,1.45,1.6,6773
92363023,2689.01,PC,6.576,3.418041,35.29,16.96,0.83,0.89,5001
280254984,3758.01,VPC,15.558,3.417685,317,129.34,1.06,1.52,5868
99081059,4227.01,PC,13.767,3.416948,123.926,42.43,1.38,1.63,6610
7413227,1940.01,PC,26.686,3.415863,317,120.72,1.18,2.19,6052
385658469,2875.01,PC,15.919,3.414214,317,81.02,2.14,2.72,8573
150761163,4124.01,VPC-,19.721,3.413951,317,114.89,1.27,1.93,6364
373033374,3039.01,PC,14.446,3.412977,317,133.63,1.01,1.13,5691
420016507,2676.01,PC,16.787,3.408215,317,119.19,1.2,1.59,6231
281408474,628.01,VPC+,12.169,3.4076,100.486,38.25,1.18,1.38,5960
348477542,2877.01,PC,17.096,3.407419,317,118.55,1.21,1.24,6237
149349867,2392.02,PC,3.14,3.40739,10.043,3.76,1.21,1.76,6223
306663205,2815.01,PC,15.445,3.40444,317,122.67,1.15,1.75,6097
316453500,3954.01,PC,11.298,3.404333,88.565,36.43,1.05,1,5833
372747949,4169.01,PC,11.198,3.402729,87.231,36.83,1.01,2.18,5661
